IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_IA_20080103_PRI_PRE_REP_GIULIANI,USA_IA_20080103_PRI_PRE_REP_HUCKABEE,USA_IA_20080103_PRI_PRE_REP_MCCAIN,USA_IA_20080103_PRI_PRE_REP_PAUL,USA_IA_20080103_PRI_PRE_REP_ROMNEY,USA_IA_20080103_PRI_PRE_REP_THOMPSON,USA_IA_20080103_PRI_PRE_REP_OTHERS
0,Adair,AD; SI; CA; WL; EU; PR; N SS,1NW,0,8,2,3,5,19,0
0,Adair,FN; RL; S SS; JA; WA; BR,3SW,2,18,2,1,13,8,0
0,Adair,OR; ORC; SE GF; GF Twp; S LE; UN; S GA,4SE,1,12,2,1,13,8,0
0,Adair,ST; LN; JF; HA; GV; N LE; N GA,2NE,1,17,3,2,6,17,0
0,Adair,SW & N GF,5GF,2,18,5,7,3,15,0
0,Adams,Carbon,CB,1,13,3,3,5,5,0
0,Adams,Corning 1A,CG1A,0,11,1,0,4,0,0
0,Adams,Corning 1B,CG1B,0,2,0,0,1,0,0
0,Adams,Corning 2A,CG2A,0,3,9,0,3,0,1
0,Adams,Corning 2B,CG2B,1,3,0,2,0,0,0
0,Adams,Corning 3A,CG3A,0,4,2,1,8,0,0
0,Adams,Corning 3B,CG3B,1,3,0,2,2,3,0
0,Adams,Nodaway,NW,0,8,2,0,8,5,1
0,Adams,Prescott,PS,0,11,0,0,1,5,0
0,Adams,Quincy West Jasper,QC,1,6,2,1,4,1,0
0,Adams,SE Adams,AD,0,12,2,5,8,7,0
0,Allamakee,FV/TL/HF CITY,PCT 6,0,3,2,4,9,0,0
0,Allamakee,LF/CN/LS/LS CITY,PCT 7,2,27,10,9,15,4,1
0,Allamakee,PC/LT/WV CITY,PCT 5,0,2,2,14,6,3,0
0,Allamakee,PO/FK,PCT 3,1,4,3,8,10,1,0
0,Allamakee,PV CITY,PCT 4,2,9,6,5,21,3,0
0,Allamakee,UC/IA/NA CITY,PCT 8,1,16,8,1,12,5,0
0,Allamakee,UP/MK/FC/JF/LL,PCT 2,0,20,9,32,21,4,0
0,Allamakee,WK 1 CITY,PCT 9,5,14,7,4,12,1,0
0,Allamakee,WK 2 CITY,PCT 10,0,6,5,7,1,5,1
0,Allamakee,WK 3 CITY,PCT 11,0,7,4,3,9,3,4
0,Allamakee,WL/HV,PCT 1,0,5,2,1,1,0,0
0,Appanoose,Bellair Lincoln,BL,2,20,0,2,2,4,1
0,Appanoose,Caldwell,CW,0,4,0,1,0,1,0
0,Appanoose,Centerville W1,CV1,0,33,6,5,2,5,0
0,Appanoose,Centerville W2,CV2,8,34,13,5,6,6,0
0,Appanoose,Centerville W3,CV3,3,20,11,1,4,9,0
0,Appanoose,Johns Independence,JO,1,21,3,3,3,4,0
0,Appanoose,Pleasant Franklin,PS,0,8,0,1,2,2,0
0,Appanoose,Taylor Chariton,TY,2,35,2,3,10,1,0
0,Appanoose,Udell,UD,0,11,0,1,2,4,0
0,Appanoose,Union,UN,0,4,0,0,1,2,0
0,Appanoose,Vermillion Douglas Sharon,VM,0,34,0,14,14,15,1
0,Appanoose,Walnut,WA,0,12,2,1,4,3,0
0,Appanoose,Washington Wells,WS,0,26,2,4,3,6,0
0,Audubon,Precinct 1,1,2,28,14,6,19,5,0
0,Audubon,Precinct 2,2,0,21,6,2,17,4,0
0,Audubon,Precinct 3,3,1,1,0,0,8,4,1
0,Audubon,Precinct 4,4,2,18,9,5,8,13,1
0,Benton,Precinct Bg,BG,11,5,7,8,9,15,1
0,Benton,Precinct Bn,BN,3,46,7,9,24,25,0
0,Benton,Precinct Bp1,BP1,1,7,2,0,17,2,0
0,Benton,Precinct Bp2,BP2,6,8,6,5,11,6,0
0,Benton,Precinct Bp3,BP3,0,3,0,8,9,2,1
0,Benton,Precinct Br,BR,0,8,6,1,9,6,1
0,Benton,Precinct Ed,ED,4,32,3,5,13,12,0
0,Benton,Precinct El,EL,0,27,6,11,4,7,1
0,Benton,Precinct Fl,FL,3,11,1,21,4,13,0
0,Benton,Precinct Fr,FR,1,28,9,4,28,25,1
0,Benton,Precinct Ho,HO,1,15,0,0,4,9,0
0,Benton,Precinct Ia,IA,1,18,5,2,18,18,1
0,Benton,Precinct Ka,KA,3,5,3,2,1,5,0
0,Benton,Precinct Po,PO,2,24,7,19,13,15,0
0,Benton,Precinct Vt1,VT1,0,31,5,2,12,3,0
0,Benton,Precinct Vt2,VT2,1,20,0,1,0,1,0
0,Benton,Precinct Vt3,VT3,3,32,6,9,15,6,0
0,Benton,Precinct Vt4,VT4,4,14,7,0,4,9,0
0,Benton,Precinct Wa,WA,2,7,3,2,9,8,0
0,Black Hawk,Barclay Twp/Dunkerton,AC00,0,14,0,6,12,5,0
0,Black Hawk,Bennington Twp,B000,0,5,3,4,1,4,0
0,Black Hawk,Big/Spring Creek Twps,CQ00,0,17,3,3,12,20,0
0,Black Hawk,Black Hawk Twp,D000,0,43,12,5,29,14,0
0,Black Hawk,Cedar Twp,E000,0,1,0,3,9,4,0
0,Black Hawk,Eagle/Orange Twps,GO00,0,14,2,6,10,7,0
0,Black Hawk,Elk Run Heights,I000,0,4,2,6,2,2,0
0,Black Hawk,Evansdale Ward 1,J100,0,2,1,0,1,3,0
0,Black Hawk,Evansdale Ward 2,J200,0,4,0,0,3,2,0
0,Black Hawk,Evansdale Ward 3,J300,0,0,0,1,2,1,0
0,Black Hawk,Evansdale Ward 4,J400,1,7,0,1,2,1,0
0,Black Hawk,Lester (Rural Only),L000,0,4,1,1,4,8,4
0,Black Hawk,Lincoln Twp,M000,2,7,1,2,3,5,0
0,Black Hawk,Mt Vernon Twp,N000,0,20,5,7,9,2,0
0,Black Hawk,Poyner P1/ E Wloo P1 Twps,PH01,3,9,1,0,10,3,0
0,Black Hawk,Poyner P2/Fox Twps,PK02,2,11,3,2,23,11,0
0,Black Hawk,Precinct W101,W101,2,22,6,9,16,9,0
0,Black Hawk,Precinct W102,W102,1,12,7,4,15,10,0
0,Black Hawk,Precinct W103,W103,2,17,2,6,3,11,1
0,Black Hawk,Precinct W104,W104,1,17,6,5,12,12,0
0,Black Hawk,Precinct W105,W105,2,19,9,1,13,13,1
0,Black Hawk,Precinct W106,W106,2,26,17,12,45,19,1
0,Black Hawk,Precinct W201,W201,4,22,9,2,23,5,0
0,Black Hawk,Precinct W202,W202,0,20,2,6,12,6,1
0,Black Hawk,Precinct W203,W203,1,7,1,2,7,3,0
0,Black Hawk,Precinct W204,W204,0,18,6,5,11,11,0
0,Black Hawk,Precinct W205,W205,0,31,6,4,9,4,0
0,Black Hawk,Precinct W206,W206,2,32,9,7,34,11,3
0,Black Hawk,Precinct W301,W301,2,17,13,4,4,6,0
0,Black Hawk,Precinct W302,W302,0,14,3,1,6,3,0
0,Black Hawk,Precinct W303,W303,1,5,2,0,4,2,0
0,Black Hawk,Precinct W304,W304,0,4,0,3,3,0,0
0,Black Hawk,Precinct W305,W305,1,12,2,6,7,7,0
0,Black Hawk,Precinct W306,W306,0,6,3,2,6,1,0
0,Black Hawk,Precinct W401,W401,0,4,0,1,3,0,0
0,Black Hawk,Precinct W402,W402,0,5,0,1,0,1,0
0,Black Hawk,Precinct W403,W403,0,9,0,2,1,3,0
0,Black Hawk,Precinct W404,W404,0,5,1,5,0,1,0
0,Black Hawk,Precinct W405,W405,0,3,0,3,7,4,0
0,Black Hawk,Precinct W406,W406,0,13,0,3,7,2,0
0,Black Hawk,Precinct W501,W501,0,7,1,1,1,2,0
0,Black Hawk,Precinct W502,W502,2,15,1,5,6,5,0
0,Black Hawk,Precinct W503,W503,1,8,0,3,7,8,0
0,Black Hawk,Precinct W504,W504,0,17,2,6,17,6,0
0,Black Hawk,Precinct W505,W505,2,26,15,10,56,26,0
0,Black Hawk,Precinct W506,W506,5,18,14,3,28,9,0
0,Black Hawk,Precinct X101,X101,0,11,0,15,15,3,0
0,Black Hawk,Precinct X102,X102,0,14,5,6,26,11,0
0,Black Hawk,Precinct X103,X103,2,22,12,7,12,12,1
0,Black Hawk,Precinct X201,X201,1,60,7,6,13,9,1
0,Black Hawk,Precinct X202,X202,0,16,14,1,24,0,0
0,Black Hawk,Precinct X203,X203,4,39,10,13,31,9,1
0,Black Hawk,Precinct X301,X301,11,55,16,8,36,19,2
0,Black Hawk,Precinct X302 & Cf Twp,X302,6,55,13,14,36,17,0
0,Black Hawk,Precinct X303,X303,1,25,15,10,19,10,0
0,Black Hawk,Precinct X401,X401,1,22,2,8,4,7,1
0,Black Hawk,Precinct X402,X402,0,5,7,12,9,7,0
0,Black Hawk,Precinct X403,X403,3,18,2,6,3,2,1
0,Black Hawk,Precinct X501,X501,6,50,20,12,40,12,1
0,Black Hawk,Precinct X502,X502,1,19,4,3,20,6,1
0,Black Hawk,Precinct X503,X503,2,48,15,8,39,17,1
0,Black Hawk,Union Township,R000,2,25,7,9,14,18,0
0,Black Hawk,Washington Twp,S000,0,7,1,5,10,2,0
0,Boone,Boone 1,BN1,1,43,14,19,18,15,1
0,Boone,Boone 2,BN2,2,48,32,14,28,22,1
0,Boone,Boone 3,BN3,3,62,14,10,28,18,2
0,Boone,Boone 4,BN4,0,31,7,11,14,15,3
0,Boone,Boone 5,BN5,3,26,4,12,24,12,0
0,Boone,Madrid 1,MD1,0,19,1,3,10,5,0
0,Boone,Madrid 2,MD2,1,15,4,5,8,6,0
0,Boone,Madrid 3,MD3,0,15,1,8,6,2,0
0,Boone,Ogden,OG,1,41,13,10,22,11,0
0,Boone,Rural Precinct 1,RP1,2,57,9,15,28,33,1
0,Boone,Rural Precinct 2,RP2,1,14,0,9,11,9,0
0,Boone,Rural Precinct 3,RP3,1,25,3,6,5,3,0
0,Boone,Rural Precinct 4,RP4,2,86,9,13,38,16,1
0,Boone,Rural Precinct 5,RP5,0,18,0,0,5,9,0
0,Boone,Rural Precinct 6,RP6,1,28,11,11,21,10,1
0,Boone,Rural Precinct 7,RP7,1,15,6,3,13,6,0
0,Bremer,City Of Denver,DV,1,19,4,5,21,13,2
0,Bremer,City Of Janesville,JV,1,5,4,3,6,4,0
0,Bremer,Dayton Fremont City Of Tripoli,DA,1,14,1,14,25,7,0
0,Bremer,East Polk Douglas,EP,0,4,2,3,14,9,1
0,Bremer,Franklin Maxfield City Of Readlyn,FR,1,10,7,7,19,16,0
0,Bremer,Frederika Leroy City Of Frederika,FD,0,8,0,0,8,1,0
0,Bremer,Jackson Twp (Part),JK,0,11,6,3,14,4,0
0,Bremer,Jefferson Twp,JF,5,25,12,7,12,10,0
0,Bremer,Lafayette Warren,LA,0,8,4,4,19,4,1
0,Bremer,Sumner 2 City Of Sumner,SU,0,34,5,7,24,9,0
0,Bremer,Waverly Ward 1,WL1,2,34,12,6,20,9,0
0,Bremer,Waverly Ward 2,WL2,3,22,17,2,28,13,2
0,Bremer,Waverly Ward 3,WL3,0,17,4,3,3,0,0
0,Bremer,Waverly Ward 4 Washington Jackson,WL4,4,28,20,7,21,16,0
0,Bremer,Waverly Ward 5,WL5,3,26,17,4,28,12,2
0,Bremer,West Polk City Of Plainfield,WP,0,6,2,1,4,2,0
0,Buchanan,Aurora,AR,0,0,7,0,0,0,0
0,Buchanan,Brandon,BD,1,0,0,11,7,0,0
0,Buchanan,Fairbank,FB,0,2,1,4,4,5,0
0,Buchanan,Hazleton,HT,1,8,6,5,5,2,0
0,Buchanan,Indep 1st Ward/Washington,I1,3,33,5,4,16,7,2
0,Buchanan,Indep 2nd Ward,I2,1,14,9,1,11,5,2
0,Buchanan,Indep 3rd Ward,I3,3,12,3,3,15,4,1
0,Buchanan,Indep 4th Ward,I4,4,8,2,1,6,4,0
0,Buchanan,Indep 5th Ward,I5,2,2,0,4,10,7,0
0,Buchanan,Jesup,JS,6,16,4,2,19,8,0
0,Buchanan,Lamont,LM,1,9,2,1,6,6,0
0,Buchanan,Perry/Westburg,PW,0,15,0,5,6,9,2
0,Buchanan,Quasqueton,QT,3,7,2,1,23,22,0
0,Buchanan,Rowley,RW,1,12,5,10,10,6,0
0,Buchanan,Winthrop,WN,0,13,6,6,4,5,1
0,Buena Vista,Albert City Fairfield Coon,ACFC,0,26,8,11,14,11,0
0,Buena Vista,Alta Nokomis Elk,ALNE,0,28,4,5,18,18,1
0,Buena Vista,Lakeside Hayes Maple Valley,LKHM,0,20,18,9,26,14,0
0,Buena Vista,Linn Grove Brooke,LGB,0,18,3,2,3,2,0
0,Buena Vista,Marathon Poland,MAP,0,6,2,4,2,2,0
0,Buena Vista,Newell Newell Providence,NENP,0,19,6,13,9,13,0
0,Buena Vista,Rembrandt Lincoln Scott,RELS,0,13,5,2,1,4,0
0,Buena Vista,Sioux Rapids Lee,SRL,0,7,2,1,8,8,0
0,Buena Vista,Storm Lake 1,SL1,4,12,5,4,10,9,0
0,Buena Vista,Storm Lake 2,SL2,0,8,4,1,9,4,1
0,Buena Vista,Storm Lake 3,SL3,0,37,27,6,38,24,0
0,Buena Vista,Storm Lake 4,SL4,1,10,4,4,12,16,1
0,Buena Vista,Truesdale Washington Grant,TRWG,0,20,6,2,6,20,0
0,Butler,01 Albion,1,1,24,6,7,22,7,3
0,Butler,02 Beaver,2,0,8,2,5,10,17,1
0,Butler,03 Bennezette,3,0,6,1,6,1,6,0
0,Butler,04 Coldwater,4,0,17,15,6,10,5,0
0,Butler,05 Dayton Fremont,5,0,15,2,4,3,9,3
0,Butler,06 Jackson Butler,6,1,29,9,2,12,16,0
0,Butler,07 Jefferson Shell Rock,7,6,28,7,4,9,16,0
0,Butler,08 Madison Ripley Washington,8,0,19,3,5,8,21,0
0,Butler,09 Monroe,9,6,26,4,3,17,10,1
0,Butler,10 Pittsford,10,0,9,4,1,6,3,0
0,Butler,11 West Point Allison,11,0,16,3,1,7,6,0
0,Butler,12 West Point Bristow,12,0,2,0,0,0,1,0
0,Calhoun,Butler Williams,BUWM,0,20,5,2,8,8,0
0,Calhoun,Calhoun Jackson Elm Grove Lake Creek,CHJEGLK,2,7,4,4,2,8,1
0,Calhoun,Cedar,CEDAR,0,6,0,2,0,4,0
0,Calhoun,Center Logan Twin Lakes Garfield,CNLGTGA,3,25,5,7,10,11,0
0,Calhoun,Greenfield,GREENFI,2,11,2,0,3,0,0
0,Calhoun,Lake City,LAKE CI,0,9,5,12,7,3,0
0,Calhoun,Lincoln,LINCOLN,2,15,4,3,11,4,1
0,Calhoun,Reading,READING,0,8,0,2,2,5,0
0,Calhoun,Rockwell City,ROCKWEL,3,28,13,9,9,8,0
0,Calhoun,Sherman,SHERMAN,0,12,3,2,2,2,0
0,Calhoun,Union,UNION,2,10,1,13,3,3,2
0,Carroll,Arcadia,7,0,3,1,1,2,3,0
0,Carroll,Carroll 1,1,10,28,46,7,24,13,1
0,Carroll,Carroll 2 North 1/2 Of Maple River Twp,2,2,18,18,5,14,13,0
0,Carroll,Carroll 3 South 1/2 Of Maple River Twp,3,6,18,18,7,20,13,1
0,Carroll,Carroll 4,4,4,3,13,4,18,7,0
0,Carroll,Eden,12,2,5,0,1,6,2,0
0,Carroll,Ewoldt,11,1,17,8,3,13,20,0
0,Carroll,Glidden-Richland,8,0,23,16,5,13,2,0
0,Carroll,Pleasant Valley-Newton,10,0,7,2,1,3,5,1
0,Carroll,Sheridan-Grant-Jasper,6,0,15,6,6,9,4,1
0,Carroll,Union,13,0,13,2,1,13,0,1
0,Carroll,Washington-Roselle,9,0,4,0,4,1,2,0
0,Carroll,Wheatland-Kniest,5,0,1,4,0,3,4,0
0,Cass,Atlantic Ward 1,AT1,2,7,6,6,6,1,0
0,Cass,Atlantic Ward 2 And Grove,AT2,4,13,1,7,5,2,0
0,Cass,Atlantic Ward 3,AT3,17,8,7,6,20,14,0
0,Cass,Atlantic Ward 4,AT4,16,26,9,2,24,10,0
0,Cass,Atlantic Ward 5,AT5,8,30,13,2,22,22,0
0,Cass,Bear Grove/ Cass/ Lewis,CS,2,13,3,6,15,9,0
0,Cass,Benton Twp,BN,1,3,7,2,2,2,0
0,Cass,Brighton/ Marne/ Grove 1/ Pymosa/ Washington,GV1,6,36,9,6,6,7,0
0,Cass,Edna/Noble/ Pleasant/ Griswold,PL,13,20,9,13,12,12,0
0,Cass,Franklin/Wiota/Grant/Anita/Lincoln,GT,4,15,20,3,22,18,0
0,Cass,Massena Twp And City,MS,2,8,3,0,9,3,0
0,Cass,Union Twp And Cumberland,UN,1,8,2,6,2,9,0
0,Cass,Victoria Twp,VI,0,1,0,2,1,3,0
0,Cedar,Cass Center Iowa Rochester,CN,3,20,4,9,30,9,0
0,Cedar,Dayton Fairfield,DA,0,4,4,5,23,5,0
0,Cedar,Farmington Sugar Creek,FM,2,22,16,7,43,7,0
0,Cedar,Fremont Red Oak,FR,3,10,2,5,15,6,1
0,Cedar,Gower Springdale,GW,2,23,12,7,33,22,1
0,Cedar,Inland,IN,0,5,4,2,17,5,0
0,Cedar,Linn Pioneer,LN,2,18,5,12,12,11,0
0,Cedar,Massillon Springfield,MA,1,11,9,21,14,8,0
0,Cedar,Tipton 1,TT1,0,8,3,5,8,4,1
0,Cedar,Tipton 2,TT2,0,8,5,8,1,3,0
0,Cedar,Tipton 3,TT3,1,17,5,9,20,4,0
0,Cerro Gordo,Clear Lake Ward 1,CL1,9,50,31,10,45,19,0
0,Cerro Gordo,Clear Lake Ward 2,CL2,3,30,19,13,22,20,0
0,Cerro Gordo,Clear Lake Ward 3,CL3,1,31,19,14,42,7,0
0,Cerro Gordo,Clear Lake/Grant/Union Townships Pct,CL,6,48,14,6,45,17,0
0,Cerro Gordo,Dougherty Township Precinct,DTR,0,3,1,2,1,4,0
0,Cerro Gordo,Falls Plymouth/Lime Creek/Mason N Pct,FLN,0,6,1,0,1,2,0
0,Cerro Gordo,Falls Township/Rock Falls Precinct,FLS,3,13,14,6,11,3,0
0,Cerro Gordo,Geneseo/Bath Townships Precinct,GN,0,20,4,3,5,4,0
0,Cerro Gordo,Grimes Township/Meservey Precinct,GMW,0,2,1,0,0,7,0
0,Cerro Gordo,Grimes Township/Thornton Precinct,GME,0,3,1,5,11,1,0
0,Cerro Gordo,Lake/Lincoln Townships Precinct,LK,0,18,5,2,2,5,0
0,Cerro Gordo,Mason City W1 P1,MC01,0,18,7,2,2,1,0
0,Cerro Gordo,Mason City W1 P2,MC02,4,26,19,5,11,6,0
0,Cerro Gordo,Mason City W1 P3,MC03,17,31,45,15,20,7,1
0,Cerro Gordo,Mason City W2 P1,MC04,6,14,16,4,7,3,0
0,Cerro Gordo,Mason City W2 P2,MC05,10,44,32,11,28,11,0
0,Cerro Gordo,Mason City W2 P3,MC06,0,11,5,10,0,4,0
0,Cerro Gordo,Mason City W3 P1,MC07,5,18,22,2,11,4,0
0,Cerro Gordo,Mason City W3 P2,MC08,0,13,9,13,7,11,0
0,Cerro Gordo,Mason City W3 P3,MC09,2,37,36,15,12,27,0
0,Cerro Gordo,Mason City W4 P1,MC10,1,9,8,2,1,4,0
0,Cerro Gordo,Mason City W4 P2,MC11,0,14,17,7,5,4,0
0,Cerro Gordo,Mason City W4 P3,MC12,8,30,34,9,22,5,0
0,Cerro Gordo,Mason S/Owen/Portland S Precinct,MNS,1,26,12,5,5,8,0
0,Cerro Gordo,Mt Vernon/Pl Valley Townships Precinct,MV,0,27,5,1,7,8,0
0,Cerro Gordo,Portland N Township Precinct,PLN,1,3,2,1,0,0,0
0,Cherokee,Afton; Diamond; Pitcher; Spring; & Aurelia,1,1,21,16,6,20,9,0
0,Cherokee,Cherokee Ward 1,5,1,16,15,11,42,11,2
0,Cherokee,Cherokee Ward 2,6,0,13,4,6,13,1,0
0,Cherokee,Cherokee Ward 3,7,5,18,4,10,19,8,0
0,Cherokee,Cherokee; Cedar; Pilot; and City of Larrabee,4,0,28,16,11,22,14,0
0,Cherokee,Liberty; Marcus; Amherst; Sheridan; Cities of Marcus; Cleghorn; & Meriden,2,3,47,18,8,21,18,0
0,Cherokee,Silver; Grand Meadow; Rock; Tilden; Willow; Cities of Quimby & Washta,3,1,36,13,6,11,7,0
0,Chickasaw,Bradford,BD,0,19,8,9,3,5,0
0,Chickasaw,Chickasaw,CH,0,4,4,2,1,4,1
0,Chickasaw,Dayton-Richland,DA-RD,0,6,7,1,8,6,0
0,Chickasaw,Deerfield-Washington 2,DF-W2,1,10,3,2,6,7,0
0,Chickasaw,Dresden-Fredericksburg,DS-FB,0,0,0,0,0,0,0
0,Chickasaw,Jacksonville-Utica,JA-UT,0,1,4,2,8,11,0
0,Chickasaw,New Hampton Rural,NHR,0,3,3,2,7,3,0
0,Chickasaw,New Hampton Ward 1,NH1,0,8,4,5,6,3,1
0,Chickasaw,New Hampton Ward 2,NH2,1,2,5,2,4,1,0
0,Chickasaw,New Hampton Ward 3,NH3,0,1,6,2,11,1,0
0,Chickasaw,New Hampton Ward 4,NH4,0,6,11,1,9,5,0
0,Chickasaw,Stapleton,ST,5,17,11,2,19,14,1
0,Chickasaw,Washington 1,W1,0,1,1,1,3,0,0
0,Clarke,Murray,MY,0,11,2,2,2,12,0
0,Clarke,North Middle,NM,2,45,2,10,13,11,2
0,Clarke,Osceola Pct 1,OC1,0,29,0,1,6,7,0
0,Clarke,Osceola Pct 2,OC2,0,16,1,4,16,7,0
0,Clarke,Osceola Pct 3,OC3,0,35,9,3,25,3,0
0,Clarke,South Middle,SM,0,10,6,5,1,2,0
0,Clarke,Woodburn,WB,1,15,1,12,6,2,0
0,Clay,Douglas/Peterson,DGPE,2,10,0,2,6,2,0
0,Clay,Garfield/Herdland,GFHD,0,7,3,1,5,5,0
0,Clay,Lake/Freeman,LAFR,0,3,6,1,3,7,0
0,Clay,Lincoln/Clay,LNCL,2,7,1,4,7,3,0
0,Clay,Logan/Gillett Grove,LGGG,3,11,0,1,3,10,0
0,Clay,Meadow/Sioux,MDSX,0,23,3,3,3,10,0
0,Clay,Spencer Ward 1,SP1,1,26,4,1,9,8,0
0,Clay,Spencer Ward 2,SP2,1,27,5,13,8,12,0
0,Clay,Spencer Ward 3,SP3,2,37,20,2,13,9,0
0,Clay,Spencer Ward 4,SP4,10,53,34,7,50,19,0
0,Clay,Spencer Ward 5,SP5,1,25,12,4,14,7,0
0,Clay,Summit/Riverton,SMRT,3,15,0,4,5,10,0
0,Clay,Waterford/Lone Tree,WFLT,0,10,11,8,6,9,0
0,Clayton,Boardman-Highland,BM-HI,1,17,13,12,15,6,0
0,Clayton,Buena Vista,BV,0,0,0,0,0,0,0
0,Clayton,Cass,CS,0,10,10,4,8,13,0
0,Clayton,Clayton-Garnavillo,CL-GV,1,6,14,6,16,2,0
0,Clayton,Cox Creek-Sperry,CC-SY,0,7,2,5,10,7,0
0,Clayton,Elk-Mallory-Volga,ELMYVO,1,6,3,4,4,3,0
0,Clayton,Farmersburg-Wagner,FB-WG,1,3,5,1,14,2,0
0,Clayton,Giard-Luana-Monona,GDLUMO,5,9,12,11,27,8,0
0,Clayton,Grand Meadow,GM,0,9,1,2,3,1,0
0,Clayton,Jefferson-Millville,JF-MV,7,19,6,14,28,10,1
0,Clayton,Lodomillo,LM,1,11,4,2,9,2,0
0,Clayton,Marion,MR,0,3,2,3,8,1,0
0,Clayton,Mendon,MN,6,10,7,9,7,3,3
0,Clayton,Read,RD,0,4,3,0,3,2,0
0,Clinton,Bloomfield Delmar,BLFD,0,7,6,1,17,0,0
0,Clinton,Brookfield,BRFD,1,6,9,2,8,0,0
0,Clinton,Camanche 1,CAM1,3,6,6,0,9,7,0
0,Clinton,Camanche 2,CAM2,0,20,2,4,6,4,0
0,Clinton,Camanche Twp,CAMT,0,0,0,0,0,0,0
0,Clinton,Center,CENT,1,5,10,0,3,2,1
0,Clinton,Clinton W1p1,CL11,0,6,4,9,7,1,0
0,Clinton,Clinton W1p2,CL12,0,6,2,8,7,3,0
0,Clinton,Clinton W2p1,CL21,2,6,5,8,22,3,0
0,Clinton,Clinton W2p2,CL22,4,22,31,8,44,13,1
