IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_MS_20140603_PRI_USS_REP_COCHRAN,USA_MS_20140603_PRI_USS_REP_MCDANIEL,USA_MS_20140603_PRI_USS_REP_CAREY
0,Leake,South Carthage,South Carthage,26,44,1
0,Leake,Sunrise,Sunrise,44,44,1
0,Leake,Thomastown,Thomastown,21,31,1
0,Leake,Walnut Grove,Walnut Grove,49,27,0
0,Leake,West Carthage,West Carthage,19,19,0
0,Leake,Wiggins,Wiggins,28,14,0
0,Lee,Auburn,Auburn,129,130,4
0,Lee,Baldwyn,Baldwyn,87,48,3
0,Lee,Beech Springs,Beech Springs,81,67,2
0,Lee,Belden,Belden,259,181,2
0,Lee,Birmingham Ridge,Birmingham Ridge,200,152,5
0,Lee,Bissell,Bissell,839,501,6
0,Lee,Brewer,Brewer,90,35,0
0,Lee,Cedar Hill,Cedar Hill,124,136,4
0,Lee,Davis Box,Davis Box,26,14,1
0,Lee,East Heights,East Heights,89,76,1
0,Lee,Eggville,Eggville,60,66,3
0,Lee,Euciatubba,Euciatubba,29,53,0
0,Lee,Fellowship,Fellowship,54,54,1
0,Lee,Friendship,Friendship,28,23,1
0,Lee,Gilvo,Gilvo,31,25,1
0,Lee,Guntown,Guntown,50,101,0
0,Lee,Hebron,Hebron,34,58,0
0,Lee,Kedron,Kedron,26,67,0
0,Lee,Mooreville,Mooreville,123,162,6
0,Lee,Nettleton,Nettleton,96,74,4
0,Lee,Oak Hill,Oak Hill,219,189,7
0,Lee,Old Union,Old Union,43,39,2
0,Lee,Palmetto,Palmetto,48,92,1
0,Lee,Petersburg,Petersburg,34,38,2
0,Lee,Palntersville,Palntersville,89,70,3
0,Lee,Pleasant Grove,Pleasant Grove,51,46,4
0,Lee,Pratts,Pratts,42,62,2
0,Lee,Richmond,Richmond,57,59,1
0,Lee,Saltillo,Saltillo,242,291,4
0,Lee,Shannon,Shannon,50,46,0
0,Lee,Tupelo 1,Tupelo 1,251,47,3
0,Lee,Tupelo 2,Tupelo 2,591,205,7
0,Lee,Tupelo 3,Tupelo 3,593,373,8
0,Lee,Tupelo 4 North,Tupelo 4 North,119,52,0
0,Lee,Tupelo 4 South,Tupelo 4 South,32,29,0
0,Lee,Tupelo 5,Tupelo 5,88,53,2
0,Lee,Unity,Unity,42,64,0
0,Lee,Verona,Verona,102,69,2
0,Leflore,Central Gwd,Central Gwd,11,6,0
0,Leflore,East Gwd,East Gwd,0,0,1
0,Leflore,Minter City,Minter City,36,21,0
0,Leflore,Money,Money,29,8,1
0,Leflore,Morgan City,Morgan City,27,15,1
0,Leflore,Mvsu,Mvsu,4,0,0
0,Leflore,Ne Gwd,Ne Gwd,25,8,0
0,Leflore,North Gwd,North Gwd,897,263,3
0,Leflore,North Itta Bena,North Itta Bena,17,10,0
0,Leflore,Precinct 65,Precinct 65,0,0,0
0,Leflore,Rising Sun,Rising Sun,3,1,0
0,Leflore,Schlater,Schlater,26,12,0
0,Leflore,Sidon,Sidon,14,4,0
0,Leflore,South Gwd,South Gwd,0,0,0
0,Leflore,South Itta Bena,South Itta Bena,17,4,0
0,Leflore,Southeast Gwd,Southeast Gwd,55,27,1
0,Leflore,Southwest Gwd,Southwest Gwd,0,0,0
0,Leflore,Swiftown,Swiftown,0,3,0
0,Leflore,West Gwd,West Gwd,40,10,0
0,Lincoln,Alexander,Alexander,5,0,0
0,Lincoln,Arlington,Arlington,79,66,1
0,Lincoln,Big Springs,Big Springs,34,32,1
0,Lincoln,Bogue Chitto,Bogue Chitto,31,37,2
0,Lincoln,Bringal,Bringal,5,12,0
0,Lincoln,Caseyville,Caseyville,71,59,0
0,Lincoln,City Hall,City Hall,82,30,1
0,Lincoln,East Lincoln,East Lincoln,44,37,4
0,Lincoln,Enterprise,Enterprise,116,146,6
0,Lincoln,Fair River,Fair River,53,38,1
0,Lincoln,Forrestry,Forrestry,78,68,0
0,Lincoln,Government Complex A,Government Complex A,0,0,0
0,Lincoln,Government Complex ,Government Complex ,7,8,0
0,Lincoln,Halbert Heights A,Halbert Heights A,11,3,0
0,Lincoln,Halbert Heights B,Halbert Heights B,9,3,0
0,Lincoln,Halber Heights,Halber Heights,360,186,7
0,Lincoln,Heucks Retreat,Heucks Retreat,87,109,2
0,Lincoln,High School,High School,6,5,0
0,Lincoln,Johnson,Johnson,83,69,1
0,Lincoln,Johnson Grove,Johnson Grove,84,99,3
0,Lincoln,Lipsey,Lipsey,104,78,2
0,Lincoln,Little Bahala,Little Bahala,27,36,2
0,Lincoln,Loyd Star,Loyd Star,121,117,1
0,Lincoln,Montgomery,Montgomery,37,40,2
0,Lincoln,New Sight,New Sight,149,125,6
0,Lincoln,Norfield,Norfield,42,21,1
0,Lincoln,Old Brook,Old Brook,278,112,2
0,Lincoln,Old Red Star,Old Red Star,75,70,0
0,Lincoln,Pearlhaven,Pearlhaven,21,10,2
0,Lincoln,Rogers Circle A,Rogers Circle A,5,2,0
0,Lincoln,Rogers Circle,Rogers Circle,46,31,1
0,Lincoln,Ruth,Ruth,65,89,1
0,Lincoln,Vaughn,Vaughn,50,56,1
0,Lincoln,West Lincoln,West Lincoln,76,118,3
0,Lincoln,Zetus,Zetus,87,86,3
0,Lowndes,Airbase,Airbase,68,47,2
0,Lowndes,Artesia,Artesia,11,11,0
0,Lowndes,Brandon,Brandon,275,166,0
0,Lowndes,Caledonia,Caledonia,325,360,7
0,Lowndes,Coleman,Coleman,0,0,0
0,Lowndes,Columbus High School,Columbus High School,182,100,3
0,Lowndes,Crawford,Crawford,27,16,0
0,Lowndes,First Assembly,First Assembly,670,370,7
0,Lowndes,Hunt,Hunt,2,3,0
0,Lowndes,Immanuel School,Immanuel School,90,69,4
0,Lowndes,National Guard Armory,National Guard Armory,69,69,0
0,Lowndes,New Hope,New Hope,580,414,9
0,Lowndes,Plum Grove,Plum Grove,3,3,0
0,Lowndes,Propst Park Community Hut,Propst Park Community Hut,4,0,0
0,Lowndes,Rural Hill,Rural Hill,206,221,3
0,Lowndes,Sale,Sale,62,30,1
0,Lowndes,Steens,Steens,99,56,3
0,Lowndes,Townsend Park,Townsend Park,14,10,0
0,Lowndes,Trinity,Trinity,126,53,2
0,Lowndes,Union Academy,Union Academy,34,19,0
0,Lowndes,University,University,168,52,2
0,Lowndes,West Lowndes,West Lowndes,191,98,0
0,Madison,Bear Creek,Bear Creek,110,137,1
0,Madison,Bible Church,Bible Church,0,1,0
0,Madison,Camden,Camden,25,19,1
0,Madison,Cameron,Cameron,30,24,0
0,Madison,Canton Fire Station #4,Canton Fire Station #4,17,22,0
0,Madison,Canton Precinct 1,Canton Precinct 1,104,82,3
0,Madison,Canton Precinct 2,Canton Precinct 2,232,136,3
0,Madison,Canton Precinct 3,Canton Precinct 3,37,42,0
0,Madison,Canton Precinct 4,Canton Precinct 4,53,27,0
0,Madison,Canton Precinct 5,Canton Precinct 5,0,1,1
0,Madison,Canton Precinct 7,Canton Precinct 7,2,3,0
0,Madison,Cedar Grove Baptist,Cedar Grove Baptist,23,38,0
0,Madison,China Grove Church,China Grove Church,571,275,2
0,Madison,Colonial Heights,Colonial Heights,157,112,6
0,Madison,Couparle,Couparle,3,2,0
0,Madison,FBC Madison Campus,FBC Madison Campus,403,308,6
0,Madison,FBC of Madison,FBC of Madison,617,360,7
0,Madison,Farmhaven,Farmhaven,32,19,2
0,Madison,Feans Chapel Freewill Baptist,Feans Chapel Freewill Baptist,207,201,1
0,Madison,First Presbyterian Madison,First Presbyterian Madison,435,295,5
0,Madison,Gluckstadt @ St Joe Catholic,Gluckstadt @ St Joe Catholic,519,425,5
0,Madison,Greater Mt Levi Full Gospel,Greater Mt Levi Full Gospel,0,5,0
0,Madison,Highland Colony Baptist,Highland Colony Baptist,1017,330,6
0,Madison,Lake Caroline Clubhouse,Lake Caroline Clubhouse,457,312,3
0,Madison,Mad. Co. Baptis Family Life Ct,Mad. Co. Baptis Family Life Ct,0,0,0
0,Madison,Magnolia Heights,Magnolia Heights,35,64,0
0,Madison,New Life,New Life,334,251,2
0,Madison,Northbay,Northbay,276,152,1
0,Madison,Parkway,Parkway,779,386,6
0,Madison,Pleasant Gift Baptist,Pleasant Gift Baptist,56,93,1
0,Madison,Rigel's 1st Methodist Church,Rigel's 1st Methodist Church,331,233,5
0,Madison,Ridgeland Precinct 4,Ridgeland Precinct 4,76,50,0
0,Madison,Ridgeland Recreation Center,Ridgeland Recreation Center,586,337,10
0,Madison,Sharon,Sharon,13,20,0
0,Madison,Smith-School,Smith-School,72,76,0
0,Madison,Sunnybrook,Sunnybrook,136,86,2
0,Madison,Tougaloo,Tougaloo,0,0,0
0,Madison,Trace Ridge Baptist Church,Trace Ridge Baptist Church,470,248,6
0,Madison,Twin Lakes Baptist Church,Twin Lakes Baptist Church,256,130,0
0,Madison,Victory Baptist,Victory Baptist,389,180,4
0,Madison,Victory Christian Comm. Church,Victory Christian Comm. Church,548,369,6
0,Madison,Virlilia,Virlilia,68,40,2
0,Marion,Balls Mills,Balls Mills,43,121,1
0,Marion,Carley,Carley,100,245,7
0,Marion,Cedar Grove,Cedar Grove,38,96,0
0,Marion,City Hall,City Hall,35,41,1
0,Marion,Court House,Court House,98,96,1
0,Marion,Darbun,Darbun,30,49,2
0,Marion,East Columbia,East Columbia,62,73,1
0,Marion,Foxworth,Foxworth,68,126,6
0,Marion,Goss,Goss,47,129,2
0,Marion,Hub,Hub,22,66,2
0,Marion,Jefferson School,Jefferson School,2,0,0
0,Marion,Kokomo,Kokomo,35,85,9
0,Marion,Little Rock,Little Rock,25,41,1
0,Marion,Morgantown,Morgantown,41,93,4
0,Marion,Morris,Morris,109,295,4
0,Marion,National Guard,National Guard,293,375,12
0,Marion,Pine Burr,Pine Burr,35,79,5
0,Marion,Pittman,Pittman,39,118,2
0,Marion,Popetown,Popetown,79,114,1
0,Marion,Sandy Hook,Sandy Hook,30,64,2
0,Marion,South Columbia,South Columbia,2,0,0
0,Marion,Union,Union,44,101,0
0,Marion,White Bluff,White Bluff,10,22,1
0,Marshall,1 North Holly Springs,1 North Holly Springs,32,23,0
0,Marshall,1 Red Banks,1 Red Banks,33,60,1
0,Marshall,1 West Holly Springs,1 West Holly Springs,30,14,3
0,Marshall,2 Early Grove,2 Early Grove,10,15,0
0,Marshall,2 Hudsonville,2 Hudsonville,6,8,0
0,Marshall,2 Mt Pleasant,2 Mt Pleasant,42,124,3
0,Marshall,2 North Cayce,2 North Cayce,20,46,2
0,Marshall,2 North Holly Springs,2 North Holly Springs,18,18,0
0,Marshall,2 Slayden,2 Slayden,33,70,5
0,Marshall,3 Barton,3 Barton,69,167,6
0,Marshall,3 Byhalia,3 Byhalia,96,153,2
0,Marshall,3 Cayce,3 Cayce,23,44,2
0,Marshall,4 Chulahoma,4 Chulahoma,10,10,0
0,Marshall,4 Laws Hill,4 Laws Hill,11,9,2
0,Marshall,4 Marianna,4 Marianna,20,28,0
0,Marshall,4 Victoria,4 Victoria,16,24,0
0,Marshall,4 Wall Hill,4 Wall Hill,9,25,1
0,Marshall,4 Warsaw,4 Warsaw,17,35,0
0,Marshall,4 Watson,4 Watson,30,49,0
0,Marshall,5 Bethlehem,5 Bethlehem,35,42,0
0,Marshall,5 Comersville,5 Comersville,14,30,0
0,Marshall,5 Potts Camp,5 Potts Camp,73,65,5
0,Marshall,5 South Holly Springs,5 South Holly Springs,161,107,5
0,Marshall,5 Waterford,5 Waterford,51,59,0
0,Monroe,1 Armory First,1 Armory First,171,105,3
0,Monroe,1 Bigbee,1 Bigbee,13,22,0
0,Monroe,1 Boyds,1 Boyds,40,60,1
0,Monroe,1 Hatley,1 Hatley,150,194,4
0,Monroe,1 Smithville,1 Smithville,126,70,0
0,Monroe,2 Armory Second,2 Armory Second,237,186,4
0,Monroe,2 Becker,2 Becker,129,138,0
0,Monroe,2 Parham,2 Parham,21,24,2
0,Monroe,2 Sipsey,2 Sipsey,19,38,3
0,Monroe,2 Williams,2 Williams,4,14,1
0,Monroe,3 Aberdeen Third,3 Aberdeen Third,139,74,1
0,Monroe,3 Athens,3 Athens,49,48,1
0,Monroe,3 Bartahatchie,3 Bartahatchie,45,33,0
0,Monroe,3 Greenwood Springs,3 Greenwood Springs,25,17,0
0,Monroe,3 Hamilton,3 Hamilton,135,160,3
0,Monroe,3 Lackey,3 Lackey,107,90,1
0,Monroe,4 Darracott,4 Darracott,35,23,0
0,Monroe,4 Gibson,4 Gibson,16,10,1
0,Monroe,4 North Aberdeen,4 North Aberdeen,128,69,0
0,Monroe,4 Prairie,4 Prairie,4,12,0
0,Monroe,4 South Aberdeen,4 South Aberdeen,33,16,0
0,Monroe,5 Amory Fifth,5 Amory Fifth,0,0,0
0,Monroe,5 Central Grove,5 Central Grove,16,14,0
0,Monroe,5 Nettleton,5 Nettleton,34,79,1
0,Monroe,5 Willis,5 Willis,25,21,0
0,Monroe,5 Wren,5 Wren,103,102,4
0,Montgomery,Duck Hill,Duck Hill,46,70,1
0,Montgomery,East Winona,East Winona,41,36,0
0,Montgomery,Kilmichael,Kilmichael,65,52,2
0,Montgomery,Lodi,Lodi,7,5,0
0,Montgomery,Mt. Pisgah,Mt. Pisgah,17,38,0
0,Montgomery,North Duck Hill,North Duck Hill,14,18,0
0,Montgomery,North Kilmichael,North Kilmichael,0,2,0
0,Montgomery,North Mt Pisgah Sweethome,North Mt Pisgah Sweethome,13,10,0
0,Montgomery,North Winona,North Winona,153,90,4
0,Montgomery,Nations,Nations,29,42,3
0,Montgomery,Popiar Creek,Popiar Creek,13,26,1
0,Montgomery,South Winoma,South Winoma,48,26,0
0,Montgomery,Southeast Winoma,Southeast Winoma,15,13,0
0,Montgomery,Stewart,Stewart,13,13,0
0,Montgomery,West Winoma,West Winoma,50,79,1
0,Neshoba,Arlington,Arlington,53,53,1
0,Neshoba,Bogue Chitto,Bogue Chitto,10,4,0
0,Neshoba,Burnside,Burnside,27,26,2
0,Neshoba,Center,Center,44,45,0
0,Neshoba,County Line,County Line,53,68,3
0,Neshoba,Deemer,Deemer,32,22,2
0,Neshoba,Dixon,Dixon,51,58,2
0,Neshoba,East Neshoba,East Neshoba,14,15,0
0,Neshoba,Fairview,Fairview,23,22,2
0,Neshoba,Forestdale,Forestdale,59,40,0
0,Neshoba,Fork,Fork,35,48,2
0,Neshoba,Fusky,Fusky,34,54,0
0,Neshoba,Hays,Hays,63,46,0
0,Neshoba,Herbert,Herbert,49,59,0
0,Neshoba,Hope,Hope,39,34,0
0,Neshoba,House,House,73,59,1
0,Neshoba,Mcdonald,Mcdonald,67,83,3
0,Neshoba,Neshoba,Neshoba,47,55,3
0,Neshoba,North Bend,North Bend,68,58,0
0,Neshoba,Northeast Philadelphia,Northeast Philadelphia,216,177,2
0,Neshoba,Northwest Philadelphia,Northwest Philadelphia,41,25,0
0,Neshoba,Pearl River,Pearl River,37,17,0
0,Neshoba,South Philadelphia,South Philadelphia,30,20,1
0,Neshoba,Southeast Philadelphia,Southeast Philadelphia,250,155,2
0,Neshoba,Tucker - District One,Tucker - District One,2,1,0
0,Neshoba,Tucker - District Three,Tucker - District Three,72,72,2
0,Neshoba,Zephyrhill,Zephyrhill,44,39,1
0,Newton,Chunky,Chunky,57,96,5
0,Newton,Conehatta,Conehatta,49,47,4
0,Newton,Decatur #1,Decatur #1,72,87,2
0,Newton,Decatur 2,Decatur 2,98,62,1
0,Newton,Duffee,Duffee,92,94,0
0,Newton,Hickory,Hickory,139,177,0
0,Newton,Lawrence,Lawrence,101,114,1
0,Newton,Little Rock,Little Rock,122,146,3
0,Newton,Newton #1,Newton #1,17,10,0
0,Newton,Newton #4,Newton #4,144,107,1
0,Newton,Newton #5,Newton #5,106,42,1
0,Newton,Prospect,Prospect,70,53,1
0,Newton,Scanian,Scanian,101,87,2
0,Newton,Union #1,Union #1,26,13,0
0,Newton,Union #2,Union #2,104,87,0
0,Newton,Union #3,Union #3,47,54,1
0,Noxubee,Brooksville,Brooksville,88,46,1
0,Noxubee,Cliftonville,Cliftonville,4,11,0
0,Noxubee,District 3 Central,District 3 Central,57,27,0
0,Noxubee,Earl Nash Gym,Earl Nash Gym,82,62,1
0,Noxubee,Mashulaville,Mashulaville,34,43,0
0,Noxubee,Prairie Point,Prairie Point,17,23,0
0,Noxubee,Shuqualak,Shuqualak,38,38,0
0,Noxubee,Summerville,Summerville,21,26,0
0,Noxubee,Vo-Tech,Vo-Tech,0,0,0
0,Oktibbeha,Bell Schoolhouse,Bell Schoolhouse,32,39,1
0,Oktibbeha,Center Grove/North Adaton,Center Grove/North Adaton,64,51,1
0,Oktibbeha,Central Starkville,Central Starkville,66,19,0
0,Oktibbeha,Craig Springs/South Bradley,Craig Springs/South Bradley,33,46,1
0,Oktibbeha,East Starkville,East Starkville,21,7,1
0,Oktibbeha,Gillespie,Gillespie,94,27,1
0,Oktibbeha,Hickory Grove/Southeast,Hickory Grove/Southeast,85,126,0
0,Oktibbeha,Maben,Maben,29,11,0
0,Oktibbeha,North Longview,North Longview,122,72,2
0,Oktibbeha,North Starkville District 2,North Starkville District 2,39,21,1
0,Oktibbeha,North Starkville District 3,North Starkville District 3,337,99,2
0,Oktibbeha,Northeast Starkville,Northeast Starkville,55,29,0
0,Oktibbeha,Oktoc,Oktoc,82,41,2
0,Oktibbeha,Osborn,Osborn,87,39,0
0,Oktibbeha,Self Creek/Double Springs,Self Creek/Double Springs,76,62,2
0,Oktibbeha,Sessums,Sessums,82,34,0
0,Oktibbeha,South Adaton,South Adaton,67,40,3
0,Oktibbeha,South Longview,South Longview,35,20,0
0,Oktibbeha,South Starkville,South Starkville,859,280,7
0,Oktibbeha,Sturgis/North Bradley,Sturgis/North Bradley,91,108,1
0,Oktibbeha,West Starkville,West Starkville,397,182,3
0,Panola,Batesville # 3,Batesville # 3,61,78,1
0,Panola,Cold Springs,Cold Springs,3,18,0
0,Panola,Cole'S Point,Cole'S Point,45,41,3
0,Panola,Como,Como,58,63,0
0,Panola,Courtland,Courtland,34,37,0
0,Panola,Crenshaw,Crenshaw,22,30,0
0,Panola,Curtis,Curtis,11,10,0
0,Panola,East Batesville,East Batesville,173,127,0
0,Panola,East Batesville # 4,East Batesville # 4,118,39,3
0,Panola,East Sardis,East Sardis,58,46,1
0,Panola,Enon,Enon,16,14,0
0,Panola,Eureka,Eureka,75,99,2
0,Panola,Longtown,Longtown,14,13,2
0,Panola,Macedonia-Concord,Macedonia-Concord,3,3,0
0,Panola,North Batesville # A,North Batesville # A,88,54,2
0,Panola,North Batesville # B,North Batesville # B,6,25,0
0,Panola,North Springport,North Springport,59,56,1
0,Panola,Pleasant Grove,Pleasant Grove,15,29,1
0,Panola,Pleasant Mount,Pleasant Mount,18,28,1
0,Panola,Pope,Pope,77,81,1
0,Panola,South Sardis,South Sardis,61,34,1
0,Panola,South Springport,South Springport,74,91,4
0,Panola,Tocowa,Tocowa,84,79,2
0,Panola,West Sardis,West Sardis,9,9,0
0,Pearl River,Anchor Lake/West Union Beat 5,Anchor Lake/West Union Beat 5,70,181,14
0,Pearl River,Buck Branch Beat 2,Buck Branch Beat 2,42,127,9
0,Pearl River,Byrdline Beat 2,Byrdline Beat 2,24,51,4
0,Pearl River,Carriere Beat 5,Carriere Beat 5,85,217,15
0,Pearl River,Ceasar Beat 3,Ceasar Beat 3,47,133,3
0,Pearl River,Derby Bt. 1,Derby Bt. 1,39,81,9
0,Pearl River,Ford'S Creek Beat 2,Ford'S Creek Beat 2,18,36,3
0,Pearl River,Gumpond Beat 3,Gumpond Beat 3,92,174,8
0,Pearl River,Henleyfield Beat 2,Henleyfield Beat 2,68,206,6
0,Pearl River,Hickory Grove Beat 3,Hickory Grove Beat 3,26,39,3
0,Pearl River,Hide-A-Way/North Hill Bt. 5,Hide-A-Way/North Hill Bt. 5,156,340,7
0,Pearl River,Moneill Beat 3,Moneill Beat 3,48,137,7
0,Pearl River,Mill Creek Beat 2,Mill Creek Beat 2,42,135,4
0,Pearl River,Nicholson Beat 4,Nicholson Beat 4,63,116,3
0,Pearl River,Oak Hill Beat 2,Oak Hill Beat 2,97,152,3
0,Pearl River,Ozona Beat 3,Ozona Beat 3,47,181,5
0,Pearl River,Picayune Beat 1 Southside,Picayune Beat 1 Southside,42,62,2
0,Pearl River,Picayune Beat 2,Picayune Beat 2,203,252,10
0,Pearl River,Picayune Beat 4 East,Picayune Beat 4 East,30,71,4
0,Pearl River,Picayune Beat 4 West,Picayune Beat 4 West,80,129,1
0,Pearl River,Picayune Beat 5,Picayune Beat 5,168,279,11
0,Pearl River,Picayune Bt. 1 Eastside Annex,Picayune Bt. 1 Eastside Annex,35,62,6
0,Pearl River,Pine Grove Beat 4,Pine Grove Beat 4,77,280,10
0,Pearl River,Poplarville Beat 1,Poplarville Beat 1,57,90,5
0,Pearl River,Poplarville Beat 2,Poplarville Beat 2,99,140,11
0,Pearl River,Poplarville Beat 3,Poplarville Beat 3,101,201,11
0,Pearl River,Progress Beat 3,Progress Beat 3,42,35,6
0,Pearl River,Salem Beat 4,Salem Beat 4,147,304,17
0,Pearl River,Savannah Beat 3,Savannah Beat 3,45,156,7
0,Pearl River,Steep Hollow Beat 3,Steep Hollow Beat 3,70,154,9
0,Pearl River,Sycamore Beat 5,Sycamore Beat 5,55,185,7
0,Pearl River,Whitesand Beat 2,Whitesand Beat 2,31,55,0
0,Pearl River,Whitesand Bt 1,Whitesand Bt 1,8,28,0
0,Perry,Arlington 4100,Arlington 4100,69,98,3
0,Perry,Beaumont District 1 1030,Beaumont District 1 1030,21,29,0
0,Perry,Beaumont Senior Citizens 5120,Beaumont Senior Citizens 5120,45,41,6
0,Perry,Courthouse 5110,Courthouse 5110,38,89,3
0,Perry,Deep Creek 5150,Deep Creek 5150,14,23,1
0,Perry,Hintonville 4090,Hintonville 4090,25,55,3
0,Perry,Indian Springs 1010,Indian Springs 1010,21,50,2
0,Perry,Janice 5140,Janice 5140,92,109,4
0,Perry,Miracle Temple COGIC 1040,Miracle Temple COGIC 1040,8,4,1
0,Perry,New Augusta Community Center,New Augusta Community Center,10,25,2
0,Perry,Prospect 2050,Prospect 2050,21,53,4
0,Perry,Richton City Hall 3070,Richton City Hall 3070,95,216,5
0,Perry,Richton Holly Street 3060,Richton Holly Street 3060,73,87,8
0,Perry,Richton Multi Purpose 4080,Richton Multi Purpose 4080,55,55,3
0,Perry,Runnelstown 2040,Runnelstown 2040,107,250,12
0,Perry,Thompson Hill 5130,Thompson Hill 5130,11,15,3
0,Pike,(01) New Hope Baptist Church,(01) New Hope Baptist Church,10,9,0
0,Pike,(02) S McComb Baptist Church,(02) S McComb Baptist Church,15,20,0
0,Pike,(03) Summit Learn. Center,(03) Summit Learn. Center,18,12,0
0,Pike,(04) Mlk Center,(04) Mlk Center,2,5,0
0,Pike,(05) American Leg. Hut,(05) American Leg. Hut,145,87,0
0,Pike,(06) S. Pike Comm. Ctr.,(06) S. Pike Comm. Ctr.,2,0,0
0,Pike,(07) Alpha Center,(07) Alpha Center,13,10,1
0,Pike,(08) Fernwood School,(08) Fernwood School,32,40,2
0,Pike,(09) Magnolia Comm Ctr.,(09) Magnolia Comm Ctr.,88,43,2
0,Pike,(10) Braswell Education Complex,(10) Braswell Education Complex,61,54,2
0,Pike,(11) Leggett Community,(11) Leggett Community,33,24,0
0,Pike,(12) Mepa Bldg. Hwy 98 East,(12) Mepa Bldg. Hwy 98 East,112,121,2
0,Pike,(13) Holmesville Comm.,(13) Holmesville Comm.,49,64,1
0,Pike,(14) Calvary Baptist Church,(14) Calvary Baptist Church,68,103,3
0,Pike,(15) Old Jones School,(15) Old Jones School,98,94,3
0,Pike,(16) Summit City Hall,(16) Summit City Hall,103,76,1
0,Pike,(17) Southwest BSU Bldg.,(17) Southwest BSU Bldg.,101,100,2
0,Pike,(18) Johnston Chapel Meth. Church,(18) Johnston Chapel Meth. Church,128,167,3
0,Pike,(19) Pisgah Methodist Church,(19) Pisgah Methodist Church,249,172,3
0,Pike,(20) Pike Co. Nat. Bank,(20) Pike Co. Nat. Bank,77,89,6
0,Pike,(21) Unity Missionary Baptist Church,(21) Unity Missionary Baptist Church,55,84,3
0,Pike,(22) Church of Christ,(22) Church of Christ,128,73,2
0,Pike,(23) West McComb Bapt. Church,(23) West McComb Bapt. Church,119,104,0
0,Pike,(24) St. Mary of the Pines,(24) St. Mary of the Pines,79,107,3
0,Pike,(25) Osyka City Hall,(25) Osyka City Hall,26,60,2
0,Pontotoc,Algoma Al,Algoma Al,88,67,0
0,Pontotoc,Bankhead Ba,Bankhead Ba,51,57,1
0,Pontotoc,Beckham Bec,Beckham Bec,53,67,3
0,Pontotoc,Bethel/Endville Be,Bethel/Endville Be,82,72,1
0,Pontotoc,Buchanan Bu,Buchanan Bu,50,52,2
0,Pontotoc,Cherry Creek Cc,Cherry Creek Cc,68,60,3
0,Pontotoc,Ecru Ec,Ecru Ec,64,74,0
0,Pontotoc,Friendship Fr,Friendship Fr,27,43,2
0,Pontotoc,Hoyle Ho,Hoyle Ho,61,75,1
0,Pontotoc,Hurricane Hu,Hurricane Hu,69,57,1
0,Pontotoc,Judah Ju,Judah Ju,45,32,2
0,Pontotoc,Longview Lo,Longview Lo,23,35,2
0,Pontotoc,Oakhill Oh,Oakhill Oh,41,37,0
0,Pontotoc,Pontotoc 1 P1,Pontotoc 1 P1,82,58,1
0,Pontotoc,Pontotoc 2 P2,Pontotoc 2 P2,73,48,3
0,Pontotoc,Pontotoc 3 P3,Pontotoc 3 P3,135,76,3
0,Pontotoc,Pontotoc 4 P4,Pontotoc 4 P4,44,65,0
0,Pontotoc,Pontotoc 5 P5,Pontotoc 5 P5,194,165,2
0,Pontotoc,Randolph,Randolph,71,76,2
