IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_MT_20161108_GEN_PRE_REP_TRUMP,USA_MT_20161108_GEN_PRE_DEM_CLINTON,USA_MT_20161108_GEN_PRE_LIB_JOHNSON,USA_MT_20161108_GEN_PRE_GRE_STEIN,USA_MT_20161108_GEN_PRE_DEL_FUENTE,USA_MT_20161108_GEN_HAL_REP_ZINKE,USA_MT_20161108_GEN_HAL_DEM_JUNEAU,USA_MT_20161108_GEN_HAL_LIB_BRECKENRIDGE,USA_MT_20161108_GEN_GOV_REP_GIANFORTE,USA_MT_20161108_GEN_GOV_DEM_BULLOCK,USA_MT_20161108_GEN_GOV_LIB_DUNLAP,USA_MT_20161108_GEN_ATG_REP_FOX,USA_MT_20161108_GEN_ATG_DEM_JENT,USA_MT_20161108_GEN_SOS_REP_STAPLETON,USA_MT_20161108_GEN_SOS_DEM_LINDEEN,USA_MT_20161108_GEN_SOS_LIB_ROOTS,USA_MT_20161108_GEN_AUD_REP_RESENDALE,USA_MT_20161108_GEN_AUD_DEM_LASLOVICH,USA_MT_20161108_GEN_SPI_REP_ARNTZEN,USA_MT_20161108_GEN_SPI_DEM_ROMANO
0,_Beaverhead,_Precinct 1,_PRECINCT 01,203,175,48,15,1,230,205,22,176,267,15,275,159,229,193,23,208,229,196,236
0,_Beaverhead,_Precinct 2,_PRECINCT 02,551,127,35,16,4,546,178,27,482,249,23,600,124,540,161,32,476,244,511,212
0,_Beaverhead,_Precinct 3,_PRECINCT 03,507,158,32,5,0,532,186,17,470,252,15,587,125,524,184,18,443,257,469,236
0,_Beaverhead,_Precinct 4,_PRECINCT 04,131,34,6,1,0,128,41,6,109,60,4,143,29,123,41,2,118,48,121,48
0,_Beaverhead,_Precinct 5,_PRECINCT 05,99,9,4,1,0,100,16,2,99,17,2,105,10,100,14,3,92,21,91,22
0,_Beaverhead,_Precinct 6,_PRECINCT 06,324,129,35,10,2,326,173,18,265,235,23,385,120,314,179,20,274,223,286,225
0,_Beaverhead,_Precinct 7,_PRECINCT 07,231,40,12,4,2,238,53,6,199,93,6,254,36,213,75,10,192,96,196,96
0,_Beaverhead,_Precinct 8,_PRECINCT 08,56,14,2,0,1,63,9,1,55,16,3,64,9,60,12,2,53,18,58,15
0,_Beaverhead,_Precinct 9,_PRECINCT 09,300,87,19,4,1,308,95,16,248,159,12,345,67,292,105,18,249,155,265,135
0,_Beaverhead,_Precinct 12,_PRECINCT 12,270,157,21,2,2,284,185,8,210,256,11,353,109,277,184,7,228,235,246,211
0,_Beaverhead,_Precinct 14,_PRECINCT 14,225,125,27,7,2,210,163,23,161,210,25,251,136,214,150,26,190,189,187,188
0,_Beaverhead,_Precinct 17,_PRECINCT 17,82,18,3,1,2,79,27,2,75,33,0,86,22,78,26,0,64,40,68,39
0,_Beaverhead,_Precinct 19,_PRECINCT 19,92,14,6,1,1,86,25,3,83,27,5,94,18,88,19,5,82,26,86,24
0,_Beaverhead,_Precinct 20,_PRECINCT 20,74,2,0,1,0,74,2,4,66,12,3,78,2,75,2,2,63,16,72,6
0,_Beaverhead,_Precinct 21,_PRECINCT 21,117,25,10,2,0,121,36,2,108,53,0,128,22,119,32,4,102,51,111,41
0,_Beaverhead,_Precinct 23,_PRECINCT 23,91,29,5,0,0,92,30,4,74,50,3,90,31,89,33,3,72,50,83,40
0,_Big Horn,_PERITSA,_PRECINCT #1,93,56,4,0,0,90,59,4,84,71,3,121,34,88,66,1,92,61,93,60
0,_Big Horn,_KIRBY DECKER,_PRECINCT #10,49,12,1,1,0,51,11,1,42,22,1,55,8,45,15,1,42,15,45,15
0,_Big Horn,_WYOLA,_PRECINCT #14,51,70,7,2,1,49,85,4,38,94,6,56,82,39,91,8,50,88,43,95
0,_Big Horn,_PRYOR,_PRECINCT #15,107,129,21,7,3,92,181,13,74,204,7,129,149,84,187,11,92,184,87,192
0,_Big Horn,_HARDIN,_PRECINCT #17,200,116,15,3,1,183,147,14,132,198,14,249,88,175,156,9,171,164,169,170
0,_Big Horn,_HARDIN,_PRECINCT #18,194,81,26,5,1,192,113,15,164,141,12,255,59,192,110,12,177,129,179,134
0,_Big Horn,_HARDIN,_PRECINCT #19,269,172,35,7,2,266,210,15,206,262,23,354,128,251,222,15,253,225,244,238
0,_Big Horn,_FT SMITH,_PRECINCT #2,56,46,7,0,0,55,51,3,42,66,2,67,39,51,53,3,54,51,45,61
0,_Big Horn,_GOOD LUCK,_PRECINCT #21,93,228,4,6,2,111,229,7,82,256,7,139,191,83,252,5,87,242,77,257
0,_Big Horn,_LODGE GRASS,_PRECINCT #25,57,64,1,1,1,50,70,4,46,72,4,66,55,48,72,3,51,69,43,73
0,_Big Horn,_BUSBY,_PRECINCT #26,73,224,11,7,3,71,262,6,65,263,11,134,201,76,253,9,75,252,80,258
0,_Big Horn,_FOSTER,_PRECINCT #3,114,20,3,0,0,116,19,3,100,38,2,127,9,103,30,4,105,31,95,38
0,_Big Horn,_WHITMAN,_PRECINCT #4,60,13,2,2,0,53,21,3,45,28,4,68,8,47,31,0,50,24,46,28
0,_Big Horn,_WHITMAN NORTH,_PRECINCT #4N,124,16,4,0,0,114,31,3,103,37,6,136,10,110,34,3,107,32,105,37
0,_Big Horn,_RENO,_PRECINCT #5,48,136,4,2,0,48,140,6,37,151,5,78,112,37,147,7,43,145,38,152
0,_Big Horn,_SARPY,_PRECINCT #6,50,14,2,0,0,50,17,0,49,18,1,54,13,48,18,1,44,21,42,24
0,_Big Horn,_CROW AGENCY,_PRECINCT #7,89,554,30,25,6,122,594,12,74,631,22,225,485,91,618,16,105,598,86,629
0,_Big Horn,_ST X,_PRECINCT #8,98,46,5,2,0,99,54,2,93,58,6,106,47,93,58,2,90,58,94,60
0,_Big Horn,_LODGE GRASS,_PRECINCT #9,28,97,3,1,1,39,99,6,21,114,6,45,92,18,118,8,23,116,24,119
0,_Blaine,_Precinct 3,_BELKNAP 3-32,35,300,11,17,2,37,343,1,30,341,10,79,291,35,325,12,50,312,35,332
0,_Blaine,_Precinct 11,_CHINOOK 11-33,381,172,37,11,2,377,211,22,322,269,23,449,150,356,233,13,331,255,342,257
0,_Blaine,_Precinct 8,_HARLEM 8-32,113,152,9,11,2,101,198,8,75,229,3,150,151,96,202,8,103,195,93,210
0,_Blaine,_Precinct 9,_HARLEM 9-32,12,126,3,14,5,12,155,0,14,148,4,35,131,20,140,6,21,143,17,149
0,_Blaine,_Precinct 15,_HAYS 15-32,43,350,11,19,10,27,427,8,31,421,9,99,354,49,402,7,63,385,28,425
0,_Blaine,_Precinct 13,_NO CHINOOK 13-33,97,16,3,0,0,100,20,2,90,30,3,104,14,94,23,3,96,21,95,24
0,_Blaine,_Precinct 10,_SO CHINOOK 10-32,370,54,19,1,3,360,80,10,315,126,11,384,51,333,106,7,310,110,306,118
0,_Blaine,_Precinct 1,_TURNER 1-33,217,32,9,0,2,227,42,7,203,65,10,236,32,212,52,8,199,66,203,71
0,_Broadwater,_Precinct 1,_PRECINCT 1,484,150,24,5,2,490,171,22,372,287,20,558,111,441,205,24,429,235,421,253
0,_Broadwater,_Precinct 11,_PRECINCT 11,513,100,30,6,0,516,127,16,404,237,18,563,83,477,153,15,454,181,449,179
0,_Broadwater,_Precinct 12,_PRECINCT 12,485,132,42,11,1,500,170,21,359,306,31,532,143,449,207,27,442,225,431,235
0,_Broadwater,_Precinct 13,_PRECINCT 13,532,86,39,10,1,532,120,28,431,232,26,571,96,526,132,19,494,172,496,164
0,_Broadwater,_Precinct 7,_PRECINCT 7,334,105,34,5,1,355,122,18,261,220,20,394,91,323,149,19,307,167,300,176
0,_Carbon,_Rockvale / Silesia,_P 1,402,100,19,3,1,400,130,10,333,193,13,438,89,387,136,9,342,175,346,180
0,_Carbon,_Red Lodge - Ward 3,_P 10,161,221,28,11,3,165,254,15,128,288,17,208,205,172,237,23,158,263,142,284
0,_Carbon,_Red Lodge Rural,_P 11,454,400,42,1,1,488,417,14,418,486,18,578,321,495,401,22,455,437,441,461
0,_Carbon,_Fromberg / Edgar,_P 15,424,102,27,11,0,412,140,20,341,213,19,460,94,411,144,11,386,169,379,186
0,_Carbon,_Luther / Roscoe,_P 16,202,86,10,4,0,212,93,6,186,120,6,234,67,217,84,8,196,103,190,114
0,_Carbon,_Town of Joliet,_P 2,178,73,14,5,1,176,92,12,149,120,11,208,60,174,92,11,166,108,167,108
0,_Carbon,_Joliet Rural / Boyd,_P 3,461,104,20,6,1,448,140,15,393,189,21,506,84,449,136,14,402,178,423,169
0,_Carbon,_Town of Bridger,_P 4,227,65,21,1,3,210,90,18,176,124,18,245,62,215,85,9,193,113,192,118
0,_Carbon,_Bridger Rural,_P 5,280,50,17,2,1,275,71,11,225,122,14,300,44,269,76,5,233,109,247,94
0,_Carbon,_Belfry / Bearcreek,_P 6,217,72,22,7,1,217,92,16,171,141,13,241,74,222,88,11,188,124,197,120
0,_Carbon,_Roberts,_P 7,379,111,29,4,1,379,136,23,311,203,23,424,101,384,130,20,343,174,330,196
0,_Carbon,_Red Lodge - Ward 1,_P 8,223,245,31,11,0,238,264,18,206,303,13,301,198,249,242,18,233,264,209,291
0,_Carbon,_Red Lodge - Ward 2,_P 9,140,199,27,4,1,138,237,9,108,273,7,174,191,142,224,12,120,242,107,264
0,_Carter,_Precinct 1,_PRECINCT #1 ALZADA,101,6,2,2,0,99,9,2,99,13,0,107,4,100,7,3,101,7,102,8
0,_Carter,_Precinct 13,_PRECINCT #13 EKALAKA,170,32,15,2,1,172,36,12,176,41,10,185,31,158,47,8,167,44,158,50
0,_Carter,_Precinct 14,_PRECINCT #14 RURAL EKALAKA,343,28,6,2,0,343,39,3,319,61,4,342,31,325,50,4,327,30,310,52
0,_Carter,_Precinct 3,_PRECINCT #3 HAMMOND,64,4,1,0,0,63,5,1,56,13,2,67,3,63,8,0,67,3,61,8
0,_Cascade,_P19A1,_P19A1,309,94,22,5,1,296,121,31,250,178,23,340,100,294,128,25,281,150,238,190
0,_Cascade,_P19A2,_P19A2,676,197,45,6,1,691,245,19,590,354,21,744,203,679,248,19,642,284,592,350
0,_Cascade,_P19A3,_P19A3,280,73,13,4,0,264,103,11,225,146,6,306,66,270,96,7,240,126,228,144
0,_Cascade,_P19A4,_P19A4,272,139,26,4,2,266,183,7,232,220,6,338,111,275,164,12,259,186,228,219
0,_Cascade,_P19B1,_P19B1,55,12,4,1,0,56,16,2,49,26,0,61,12,59,14,1,48,24,52,20
0,_Cascade,_P19B2,_P19B2,692,271,42,9,4,718,308,24,589,439,20,813,209,696,312,23,637,364,587,428
0,_Cascade,_P19C,_P19C,417,151,30,5,0,391,222,14,322,291,10,478,135,368,233,14,344,258,332,268
0,_Cascade,_P19D,_P19D,289,128,31,8,5,293,176,12,220,247,15,349,119,282,172,21,262,203,246,223
0,_Cascade,_P19E,_P19E,183,88,15,2,0,189,97,6,153,134,6,224,61,194,92,3,172,108,165,117
0,_Cascade,_P20A,_P20A,2726,1385,210,21,8,2840,1588,85,2320,2144,64,3426,968,2846,1527,73,2517,1777,2311,2087
0,_Cascade,_P20B,_P20B,799,456,53,10,3,799,518,28,672,651,30,1001,304,827,478,24,729,562,685,624
0,_Cascade,_P21A,_P21A,2419,1549,224,47,17,2407,1882,104,1820,2444,120,3068,1195,2430,1788,100,2194,1984,1880,2373
0,_Cascade,_P21B,_P21B,220,141,18,12,2,195,191,13,136,246,15,247,141,195,187,10,188,194,166,221
0,_Cascade,_P22A,_P22A,1492,1130,196,51,14,1384,1470,114,1015,1831,120,1888,984,1442,1368,106,1319,1506,1136,1746
0,_Cascade,_P22B,_P22B,671,301,69,9,5,677,383,32,505,548,39,794,269,631,411,34,583,458,548,504
0,_Cascade,_P22C,_P22C,27,12,4,1,9,31,15,9,30,19,6,42,11,33,11,9,31,20,25,27
0,_Cascade,_P23,_P23,1798,1534,217,63,11,1781,1820,133,1354,2239,138,2352,1293,1878,1713,113,1679,1920,1523,2128
0,_Cascade,_P24,_P24,2024,1599,269,52,19,2056,1905,119,1584,2383,109,2665,1303,2133,1783,109,1887,2020,1653,2311
0,_Cascade,_P25,_P25,2027,1533,248,70,19,1979,1879,159,1577,2287,153,2610,1310,2074,1726,164,1869,1973,1703,2199
0,_Cascade,_P26A,_P26A,1249,986,164,45,10,1213,1237,96,940,1509,97,1605,860,1295,1106,95,1160,1238,1016,1438
0,_Cascade,_P26B,_P26B,200,101,35,12,1,211,109,25,181,132,23,234,93,206,104,23,209,117,200,128
0,_Cascade,_P27,_P27,456,194,31,4,2,463,218,14,360,319,15,522,154,445,223,17,413,249,373,295
0,_Cascade,_P30,_P30,351,101,30,5,2,346,147,12,269,232,6,392,94,343,146,9,322,157,308,179
0,_Chouteau,_BIG SANDY (#8),_BIG SANDY 8,187,62,15,0,1,194,80,4,164,110,6,219,48,185,87,5,183,79,175,95
0,_Chouteau,_BIG SANDY (#9),_BIG SANDY 9,263,59,14,5,1,253,87,10,220,121,9,281,57,250,89,7,238,97,225,116
0,_Chouteau,_CARTER (#4),_CARTER 4,181,56,6,5,1,179,74,3,148,104,4,212,36,169,75,5,167,72,152,91
0,_Chouteau,_FORT BENTON (#1),_FORT BENTON 1,285,135,27,7,3,273,179,24,205,262,14,347,107,294,161,10,255,186,230,222
0,_Chouteau,_FORT BENTON (#2),_FORT BENTON 2,269,158,30,9,1,281,185,18,213,265,12,359,113,275,191,14,273,189,235,236
0,_Chouteau,_GERALDINE (#3),_GERALDINE 3,198,75,21,4,1,202,94,8,157,138,11,256,43,213,81,7,200,86,189,110
0,_Chouteau,_HIGHWOOD (#6),_HIGHWOOD 6,202,52,9,2,2,206,57,6,170,97,5,233,35,211,55,3,197,62,183,80
0,_Chouteau,_LOMA (#7),_LOMA 7,90,20,8,0,0,88,27,4,74,42,4,97,19,85,31,2,85,30,75,40
0,_Chouteau,_ROCKY BOY (#5),_ROCKY BOY 5,4,115,1,5,0,5,128,0,6,121,4,16,111,7,118,2,9,117,5,123
0,_Custer,_CCDHS,_CCDHS,627,236,55,5,1,615,304,34,540,374,35,735,185,596,313,30,569,345,522,398
0,_Custer,_Highland Park,_HIGHLAND PARK SCH,835,314,70,3,5,823,407,33,706,516,33,962,253,791,427,26,751,464,710,513
0,_Custer,_Ismay,_ISMAY CHURCH,32,1,0,0,0,31,1,1,28,5,0,32,1,28,3,0,30,2,31,1
0,_Custer,_Jefferson,_JEFFERSON SCH,771,265,81,19,2,728,390,41,598,500,61,858,260,704,394,48,698,421,648,483
0,_Custer,_Kinsey,_KINSEY,124,39,7,0,0,124,47,3,112,59,4,135,30,122,50,1,116,53,108,61
0,_Custer,_Kircher,_KIRCHER,126,46,6,0,0,121,63,4,119,66,2,144,37,120,63,2,114,69,114,69
0,_Custer,_Knowlton,_KNOWLTON SCH,51,3,1,0,0,51,3,1,49,5,1,51,2,47,4,3,49,4,48,4
0,_Custer,_Nat'l Guard,_NAT'L GUARD,123,21,8,0,0,120,30,4,105,46,3,129,22,117,36,2,110,40,117,34
0,_Custer,_Riverview,_RIVERVIEW SCHOOL,26,1,0,0,0,25,1,0,21,6,0,26,1,23,1,0,21,5,20,4
0,_Custer,_S-H School,_S-H SCHOOL,83,8,2,0,0,80,11,0,75,16,1,81,7,76,12,2,72,17,76,13
0,_Custer,_Sheffield Moon,_SHEFFIELD MOON,242,31,11,2,1,240,51,4,210,71,8,252,31,230,56,3,221,54,201,83
0,_Custer,_Spring Creek,_SPRING CREEK SCH,46,0,0,0,0,45,1,0,42,2,1,45,0,41,3,2,38,8,41,3
0,_Custer,_SY School,_SY SCHOOL,26,2,2,0,0,26,2,1,26,3,0,26,2,25,2,1,25,2,26,3
0,_Custer,_Washington,_WASHINGTON SCH,545,209,59,6,6,506,301,48,406,396,50,581,244,458,336,48,472,347,446,385
0,_Daniels,_Precinct 2,_PRECINCT #2,102,25,9,1,0,100,29,6,75,49,10,103,23,88,37,7,89,34,94,36
0,_Daniels,_Precinct 3,_PRECINCT #3,243,36,14,2,0,249,44,6,240,56,5,259,30,234,49,7,238,47,229,55
0,_Daniels,_Precinct 5,_PRECINCT #5,212,58,21,1,0,211,69,17,188,96,15,235,49,199,77,13,206,72,191,89
0,_Daniels,_Precinct 6,_PRECINCT #6,173,49,7,2,0,73,58,7,146,88,3,180,51,150,72,11,164,61,158,68
0,_Dawson,_Precinct 1,_PRECINCT 01,246,83,18,5,1,236,107,15,232,111,20,261,87,215,127,15,235,113,215,134
0,_Dawson,_Precinct 2,_PRECINCT 02,371,94,35,4,1,347,142,21,350,135,26,386,103,331,157,17,356,146,336,164
0,_Dawson,_Precinct 3,_PRECINCT 03,565,185,27,8,2,549,240,19,559,230,22,615,163,515,267,21,591,214,521,266
0,_Dawson,_Precinct 4,_PRECINCT 04,302,106,31,6,1,277,144,28,289,135,30,320,121,252,171,25,284,159,266,172
0,_Dawson,_Precinct 5,_PRECINCT 05,228,39,10,2,0,227,48,5,229,49,3,226,47,201,66,4,220,52,203,64
0,_Dawson,_Precinct 6,_PRECINCT 06,736,106,32,3,0,706,159,31,678,171,50,752,123,660,194,27,729,153,670,200
0,_Dawson,_Precinct 7,_PRECINCT 07,872,174,31,5,2,807,258,38,810,246,51,887,180,740,319,29,838,248,763,308
0,_Deer Lodge,_Precinct 1-77 E,_PRECINCT 1-77E,157,260,44,12,2,146,328,17,95,380,22,212,266,140,331,16,70,421,112,370
0,_Deer Lodge,_Precinct 1-77 W,_PRECINCT 1-77W,195,302,24,2,1,180,350,9,134,402,5,243,268,177,344,7,65,471,129,387
0,_Deer Lodge,_Precinct 1-78,_PRECINCT 1-78,41,44,7,0,0,39,51,2,30,61,4,47,40,39,50,1,18,75,26,61
0,_Deer Lodge,_Precinct 2-77 E,_PRECINCT 2-77E,104,159,17,6,1,94,183,15,66,206,20,127,154,95,182,12,61,224,83,202
0,_Deer Lodge,_Precinct 2-77 W,_PRECINCT 2-77W,123,185,27,10,1,117,225,13,72,269,17,150,193,108,227,20,64,293,86,267
0,_Deer Lodge,_Precinct 2-78,_PRECINCT 2-78,25,35,3,3,2,19,42,6,11,50,7,29,38,20,45,3,16,51,16,50
0,_Deer Lodge,_Precinct 3-77 E,_PRECINCT 3-77E,124,144,21,11,2,110,193,18,75,225,17,134,172,108,187,17,49,266,81,229
0,_Deer Lodge,_Precinct 3-77 W,_PRECINCT 3-77W,114,145,30,10,3,95,191,23,55,229,23,115,178,91,181,31,59,244,71,225
0,_Deer Lodge,_Precinct 3-78,_PRECINCT 3-78,47,66,1,1,1,40,71,5,32,85,0,55,61,36,82,0,14,102,30,85
0,_Deer Lodge,_Precinct 4-77,_PRECINCT 4-77,59,27,9,0,0,57,40,4,44,53,3,67,32,66,32,2,38,61,47,50
0,_Deer Lodge,_Precinct 4-78 E,_PRECINCT 4-78E,143,104,24,6,4,129,143,18,72,206,17,141,134,118,152,21,72,216,101,179
0,_Deer Lodge,_Precinct 4-78 W,_PRECINCT 4-78W,156,98,7,4,1,146,117,13,111,153,14,166,104,146,118,11,84,193,120,152
0,_Deer Lodge,_Precinct 5-77 N,_PRECINCT 5-77N,268,266,35,6,3,246,342,15,188,404,14,326,258,241,337,21,122,481,192,399
0,_Deer Lodge,_Precinct 5-77 S,_PRECINCT 5-77S,207,223,27,3,2,209,261,15,162,311,15,255,212,207,259,8,98,380,159,311
0,_Fallon,_Precinct 1,_PRECINCT 1,341,47,11,1,1,320,66,17,266,112,16,326,55,282,88,15,314,61,287,85
0,_Fallon,_Precinct 2,_PRECINCT 2,336,52,21,2,0,321,77,18,280,116,17,346,52,307,78,16,323,68,302,86
0,_Fallon,_Precinct 3,_PRECINCT 3,391,40,4,0,1,367,55,6,329,94,6,367,42,329,69,8,347,52,319,73
0,_Fallon,_Precinct 4,_PRECINCT 4,211,15,9,1,0,211,29,4,187,46,8,221,14,203,28,4,210,18,191,37
0,_Fergus,_Precinct 10,_PREC 10,207,91,15,6,1,196,111,27,166,150,20,236,84,204,108,16,200,114,199,123
0,_Fergus,_Precinct 11,_PREC 11,288,132,18,6,1,275,154,24,232,198,20,326,113,288,148,12,278,155,287,157
0,_Fergus,_Precinct 12,_PREC 12,65,15,10,1,0,76,16,5,76,19,2,85,9,79,13,4,66,24,78,17
0,_Fergus,_Precinct 13,_PREC 13,352,125,26,2,2,358,165,14,299,229,9,436,87,368,149,10,342,164,343,177
0,_Fergus,_Precinct 14,_PREC 14,248,61,22,2,1,243,95,7,204,136,5,295,50,254,86,3,224,116,236,105
0,_Fergus,_Precinct 16,_PREC 16,196,27,14,2,0,200,41,7,182,58,7,211,29,191,48,3,188,44,181,58
0,_Fergus,_Precinct 17,_PREC 17,304,100,18,1,3,319,118,8,277,156,11,348,81,322,108,9,291,127,294,131
0,_Fergus,_Precinct 18,_PREC 18,165,14,4,1,0,159,21,4,146,33,4,167,11,154,23,1,145,27,153,25
0,_Fergus,_Precinct 2,_PREC 2,643,157,42,8,2,650,202,21,567,282,29,711,137,629,207,20,612,218,624,228
0,_Fergus,_Precinct 3,_PREC 3,313,59,13,2,0,304,84,9,272,124,5,335,50,301,90,4,297,83,306,81
0,_Fergus,_Precinct 4,_PREC 4,253,42,23,0,1,262,61,9,220,106,6,294,33,264,59,5,232,84,240,83
0,_Fergus,_Precinct 5,_PREC 5,286,34,9,3,0,268,53,10,233,96,4,287,33,256,67,5,248,70,261,64
0,_Fergus,_Precinct 6,_PREC 6,239,134,19,4,2,233,156,14,195,192,17,281,111,237,144,15,241,144,238,148
0,_Fergus,_Precinct 7,_PREC 7,233,77,18,4,1,212,108,19,190,131,24,268,67,219,105,16,218,109,217,118
0,_Fergus,_Precinct 8,_PREC 8,239,58,19,7,0,232,76,13,195,120,15,263,53,221,85,15,221,92,228,91
0,_Fergus,_Precinct 9,_PREC 9,238,76,32,3,1,243,98,15,203,146,9,284,68,243,97,13,226,116,232,116
0,_Flathead,_Precinct 1,_PRECINCT 1,373,184,41,9,4,354,232,36,305,272,43,424,163,363,211,32,359,230,348,249
0,_Flathead,_Precinct 11,_PRECINCT 11,758,196,38,19,1,775,242,33,681,325,41,842,181,781,223,28,716,301,721,294
0,_Flathead,_Precinct 13,_PRECINCT 13,962,350,66,15,3,1009,377,57,909,476,52,1088,301,1017,359,50,958,412,971,411
0,_Flathead,_Precinct 14,_PRECINCT 14,435,135,21,5,0,435,159,13,382,204,18,468,123,426,146,21,425,159,405,182
0,_Flathead,_Precinct 15,_PRECINCT 15,718,168,39,3,2,705,205,35,622,273,48,745,173,710,186,38,671,233,673,237
0,_Flathead,_Precinct 16,_PRECINCT 16,526,318,59,25,1,524,391,37,412,494,45,601,299,515,378,35,503,401,479,437
0,_Flathead,_Precinct 17,_PRECINCT 17,144,125,8,7,1,142,138,6,122,159,6,157,125,145,135,4,131,144,130,147
0,_Flathead,_Precinct 18,_PRECINCT 18,882,400,60,23,6,871,467,62,696,637,64,971,384,867,450,53,791,543,800,546
0,_Flathead,_Precinct 19,_PRECINCT 19,763,166,47,13,6,745,223,38,640,313,52,795,177,731,217,41,732,243,706,260
0,_Flathead,_Precinct 2,_PRECINCT 2,451,318,49,20,1,454,354,44,367,432,60,512,305,444,343,48,423,382,419,397
0,_Flathead,_Precinct 20,_PRECINCT 20,615,851,98,40,6,691,918,46,535,1053,56,807,759,669,861,70,620,918,589,980
0,_Flathead,_Precinct 21,_PRECINCT 21,650,180,50,8,3,651,221,35,534,333,41,684,198,651,212,29,623,258,609,267
0,_Flathead,_Precinct 23,_PRECINCT 23,519,233,60,11,4,512,292,36,403,386,53,565,249,508,272,46,483,324,479,339
0,_Flathead,_Precinct 24,_PRECINCT 24,570,92,21,6,1,562,118,26,493,172,36,593,90,557,110,26,535,146,538,143
