IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_ND_20161108_GEN_PRE_REP_TRUMP,USA_ND_20161108_GEN_PRE_DEM_CLINTON,USA_ND_20161108_GEN_PRE_LIB_JOHNSON,USA_ND_20161108_GEN_PRE_GRE_STEIN,USA_ND_20161108_GEN_PRE_CON_CASTLE,USA_ND_20161108_GEN_PRE_DEL_FUENTE,USA_ND_20161108_GEN_PRE_OTH_WRITEIN,USA_ND_20161108_GEN_USS_REP_HOEVEN,USA_ND_20161108_GEN_USS_DEM_GLASSHEIM,USA_ND_20161108_GEN_USS_LIB_MARQUETTE,USA_ND_20161108_GEN_USS_IND_GERMANLIC,USA_ND_20161108_GEN_USS_OTH_WRITEIN,USA_ND_20161108_GEN_HAL_REP_CRAMER,USA_ND_20161108_GEN_HAL_DEM_EYES,USA_ND_20161108_GEN_HAL_LIB_SEAMAN,USA_ND_20161108_GEN_HAL_OTH_WRITEIN,USA_ND_20161108_GEN_GOV_REP_BURGUM,USA_ND_20161108_GEN_GOV_DEM_NELSON,USA_ND_20161108_GEN_GOV_LIB_RISKE,USA_ND_20161108_GEN_GOV_OTH_WRITEIN,USA_ND_20161108_GEN_AUD_REP_GALLION,USA_ND_20161108_GEN_AUD_LIB_RIEMERS,USA_ND_20161108_GEN_AUD_OTH_WRITEIN,USA_ND_20161108_GEN_TRE_REP_SCHMIDT,USA_ND_20161108_GEN_TRE_DEM_MATHERN,USA_ND_20161108_GEN_TRE_LIB_OLSON,USA_ND_20161108_GEN_TRE_OTH_WRITEIN,USA_ND_20161108_GEN_INS_REP_GODFREAD,USA_ND_20161108_GEN_INS_DEM_BUFFALO,USA_ND_20161108_GEN_INS_LIB_BATA,USA_ND_20161108_GEN_INS_OTH_WRITEIN,USA_ND_20161108_GEN_PSC_REP_FEDORCHAK,USA_ND_20161108_GEN_PSC_DEM_HUNTE_BEAUBRUN,USA_ND_20161108_GEN_PSC_LIB_SKADELAND,USA_ND_20161108_GEN_PSC_OTH_WRITEIN
0,_001,_Adams County,_Adams County,909,216,65,8,13,0,7,1067,114,23,17,2,1003,151,58,0,1049,135,33,0,974,163,1,874,216,78,0,880,203,65,1,926,163,72,2
0,_003,_Precinct 2401-00,_Precinct 2401-00,240,141,29,2,2,0,5,346,63,7,3,0,269,127,22,0,333,78,9,0,297,77,3,243,134,23,2,236,126,34,2,262,103,29,2
0,_003,_Precinct 2402-00,_Precinct 2402-00,372,233,53,9,3,1,11,526,131,15,2,0,395,229,38,2,526,131,14,1,426,173,2,342,252,53,1,339,231,54,2,376,197,57,0
0,_003,_Precinct 2403-00,_Precinct 2403-00,230,164,40,8,3,2,12,335,92,14,13,3,274,160,20,2,337,92,25,1,289,129,2,239,158,40,1,241,140,49,1,254,124,49,1
0,_003,_Precinct 2404-00,_Precinct 2404-00,347,205,51,5,3,1,11,494,103,21,8,1,366,206,46,2,477,116,31,2,400,159,7,341,217,46,1,340,181,66,1,377,154,53,2
0,_003,_Precinct 2405-00,_Precinct 2405-00,451,289,66,10,3,2,18,674,140,23,8,0,514,267,50,0,643,164,31,0,588,171,2,497,266,46,1,464,253,85,1,518,205,70,1
0,_003,_Precinct 2406-00,_Precinct 2406-00,206,91,19,3,3,0,5,252,52,10,6,0,203,92,28,0,247,56,18,0,219,74,2,176,103,27,0,181,84,39,0,191,85,28,0
0,_003,_Precinct 2407-00,_Precinct 2407-00,80,31,15,0,5,0,3,110,19,4,2,0,91,30,11,0,109,15,7,0,92,31,0,82,34,15,0,75,40,14,0,90,31,10,0
0,_003,_Precinct 2408-00,_Precinct 2408-00,114,28,10,0,0,0,3,143,12,0,2,1,120,23,13,0,136,17,2,0,116,24,0,106,35,5,0,98,30,15,0,110,22,12,1
0,_003,_Precinct 2409-00,_Precinct 2409-00,151,46,24,0,4,0,0,193,19,8,2,0,152,48,16,0,188,19,15,0,154,47,0,129,50,22,0,123,49,24,1,142,31,22,0
0,_003,_Precinct 2410-00,_Precinct 2410-00,54,28,5,0,0,0,1,62,17,4,2,0,50,25,9,0,66,17,4,0,53,16,1,50,26,6,0,51,20,6,0,50,20,5,0
0,_003,_Precinct 2411-00,_Precinct 2411-00,380,144,39,5,7,0,11,490,78,10,3,0,402,148,24,1,490,85,10,0,418,98,2,362,172,24,0,353,137,52,0,409,104,27,1
0,_003,_Precinct 2412-00,_Precinct 2412-00,168,59,17,4,2,0,0,214,29,8,1,0,182,57,13,0,212,38,3,0,183,56,0,166,67,10,2,155,65,19,1,185,37,20,0
0,_003,_Precinct 2413-00,_Precinct 2413-00,156,68,25,1,6,0,4,209,39,11,3,0,168,62,29,1,212,41,10,0,175,64,0,134,94,21,0,136,74,37,1,161,61,26,1
0,_003,_Precinct 2414-00,_Precinct 2414-00,65,25,7,0,0,0,0,76,18,3,0,0,65,27,6,0,73,21,4,0,60,22,0,55,29,7,0,53,27,7,0,58,24,8,0
0,_003,_Precinct 2415-00,_Precinct 2415-00,146,45,7,0,0,0,2,178,23,2,1,0,150,37,12,0,168,27,5,1,144,39,1,136,51,12,0,135,47,11,0,142,37,13,0
0,_005,_Precinct 1,_Precinct 1,626,314,77,5,8,0,21,833,204,20,15,0,738,259,60,1,726,315,24,2,716,245,1,586,379,74,0,623,328,76,1,672,283,68,0
0,_005,_Precinct 2,_Precinct 2,146,79,17,2,3,0,5,200,50,4,5,0,164,72,15,2,164,85,6,0,178,49,1,145,80,22,0,145,70,27,0,172,54,21,1
0,_005,_Precinct 3,_Precinct 3,81,372,15,29,4,1,38,203,270,39,13,2,74,450,14,0,137,344,42,0,152,324,4,107,339,63,2,65,433,26,2,96,369,49,1
0,_005,_Precinct 4,_Precinct 4,76,77,3,5,2,0,5,104,50,5,5,0,77,76,9,0,82,73,6,1,97,50,3,73,66,18,1,67,83,9,1,76,70,9,1
0,_007,_Precinct 01,_Precinct 01,133,31,14,0,1,0,4,156,22,6,1,0,143,34,7,0,160,16,9,0,148,25,0,139,26,14,0,137,25,14,0,141,18,16,0
0,_007,_Precinct 02,_Precinct 02,267,21,14,2,5,1,3,285,18,9,1,0,268,26,14,2,280,23,11,0,268,31,0,256,31,19,0,261,24,19,0,262,16,23,0
0,_007,_Precinct 03,_Precinct 03,95,7,5,2,0,0,0,102,3,1,1,0,94,8,4,0,97,9,2,0,93,11,0,88,11,6,0,90,9,4,1,93,6,6,0
0,_009,_Precinct 01,_Precinct 01,421,175,34,7,3,0,10,551,76,18,5,0,485,119,42,0,506,124,14,0,466,125,1,397,182,43,0,389,171,48,1,429,122,59,0
0,_009,_Precinct 02,_Precinct 02,539,177,56,3,2,0,6,662,98,21,7,0,584,134,60,0,610,140,27,3,571,144,2,524,178,58,2,516,164,71,2,539,149,63,2
0,_009,_Precinct 03,_Precinct 03,480,130,27,5,2,0,15,557,71,20,9,0,503,101,44,0,526,111,16,1,491,123,1,447,144,45,0,428,136,59,0,456,114,51,0
0,_009,_Precinct 04,_Precinct 04,533,151,32,8,1,0,6,645,75,10,7,0,567,127,34,0,585,131,12,1,552,114,0,496,176,33,0,480,152,52,0,530,129,36,0
0,_009,_Precinct 05,_Precinct 05,521,103,28,7,3,3,6,583,63,11,9,1,533,97,34,0,541,89,32,2,512,108,2,474,122,45,1,476,110,47,1,516,82,38,1
0,_011,_Bowman City,_Bowman City,629,136,48,8,0,1,9,732,80,12,8,2,671,101,54,0,711,99,19,1,654,123,1,607,145,39,0,622,134,36,0,633,104,61,0
0,_011,_Bowman Four Seasons,_Bowman Four Seasons,363,29,15,0,0,1,4,387,19,9,1,0,372,22,16,0,375,33,5,0,344,38,0,328,44,18,0,329,42,15,2,336,28,19,0
0,_011,_Rhame,_Rhame,193,12,3,1,0,0,1,197,7,6,2,0,192,10,8,0,201,12,3,0,177,21,0,169,22,10,0,173,17,7,1,174,13,15,0
0,_011,_Scranton,_Scranton,261,50,13,4,4,0,2,289,30,9,4,0,267,44,19,1,290,34,9,0,256,55,1,238,62,21,1,247,53,19,0,255,38,27,0
0,_013,_Precinct 01,_Precinct 01,48,6,1,0,0,0,0,51,5,0,1,0,47,7,2,0,50,6,0,0,42,10,1,42,9,4,0,41,9,5,0,44,7,4,0
0,_013,_Precinct 02,_Precinct 02,229,39,8,4,2,0,2,258,23,2,2,0,228,30,20,1,239,43,2,0,219,43,0,214,42,15,0,207,46,13,0,223,31,16,0
0,_013,_Precinct 03,_Precinct 03,314,31,10,0,0,0,2,340,13,3,0,0,320,27,6,0,311,32,4,3,311,22,0,272,53,15,1,280,35,18,0,283,38,17,1
0,_013,_Precinct 04,_Precinct 04,128,16,5,0,1,0,0,136,7,5,2,0,134,10,6,0,129,16,4,1,119,16,0,117,18,5,0,107,23,9,0,120,13,7,0
0,_013,_Precinct 05,_Precinct 05,115,13,1,1,0,0,0,119,10,2,0,0,116,9,5,0,110,18,2,0,107,10,0,107,14,3,0,105,14,7,0,109,11,5,0
0,_013,_Precinct 06,_Precinct 06,61,14,1,0,0,0,0,66,8,2,0,0,65,7,4,0,66,7,3,0,59,11,0,55,10,8,0,56,9,7,0,61,8,5,0
0,_015,_Bismarck Civic Center,_Bismarck Civic Center,332,201,42,15,6,1,9,419,133,22,25,0,344,190,54,1,392,167,27,2,350,180,3,311,195,56,1,298,191,67,1,319,166,65,1
0,_015,_Centennial (Century Baptist),_Centennial (Century Baptist),1470,536,93,19,10,2,55,1823,307,34,23,3,1619,443,99,3,1785,341,44,4,1645,352,6,1476,507,117,3,1572,398,104,3,1635,350,93,5
0,_015,_City of Lincoln,_City of Lincoln,1478,281,133,32,6,2,22,1603,218,76,35,2,1458,298,159,3,1571,263,75,2,1363,427,8,1240,390,182,6,1312,329,175,5,1311,293,192,8
0,_015,_County 4-H Building 28,_County 4-H Building 28,675,100,28,5,6,0,15,736,64,19,13,1,678,102,45,2,709,81,28,4,642,113,4,591,134,55,2,638,85,49,1,642,76,51,1
0,_015,_County 4-H Building 7,_County 4-H Building 7,600,125,34,3,2,0,11,667,76,16,8,1,606,110,48,0,654,85,19,0,605,109,1,538,156,45,1,578,111,47,0,598,93,45,0
0,_015,_County 4-H Building 8,_County 4-H Building 8,1232,210,59,3,8,3,19,1350,136,29,21,0,1248,177,91,1,1345,141,36,3,1216,214,1,1112,262,89,0,1159,189,94,2,1198,155,96,3
0,_015,_Evangel Assembly of God 7,_Evangel Assembly of God 7,657,128,34,5,3,0,11,724,84,15,9,1,676,112,46,0,726,85,18,1,642,125,4,588,152,48,0,614,111,45,2,636,104,28,0
0,_015,_Evangel Assembly of God 8,_Evangel Assembly of God 8,1059,200,54,1,9,3,24,1167,121,27,24,0,1086,163,90,3,1149,148,35,7,1022,223,6,970,230,94,1,1001,178,86,2,1047,147,89,1
0,_015,_GracePoint Church 47,_GracePoint Church 47,1888,779,145,18,4,6,61,2345,451,64,29,1,2068,623,169,5,2310,499,52,4,2145,441,10,1864,749,134,4,1979,629,122,4,2030,558,138,2
0,_015,_GracePoint Church 7,_GracePoint Church 7,867,251,71,5,5,0,27,1063,128,26,7,2,947,184,68,4,1029,143,32,6,946,160,7,835,238,75,5,881,177,83,5,932,149,70,4
0,_015,_Grimsrud School,_Grimsrud School,764,354,102,28,5,1,38,962,235,50,29,2,830,351,91,2,947,266,51,7,866,296,8,766,341,114,0,803,303,96,0,817,273,100,4
0,_015,_Highland Acres School,_Highland Acres School,652,311,89,7,3,0,43,854,203,35,8,1,706,305,69,2,819,222,32,6,746,203,6,638,295,77,0,685,258,66,1,716,213,72,0
0,_015,_Horizon (Century Baptist),_Horizon (Century Baptist),2087,680,153,17,16,4,60,2576,380,50,22,3,2327,500,161,10,2553,393,66,18,2417,373,16,2110,656,141,3,2271,457,136,7,2366,376,139,2
0,_015,_Legacy High School,_Legacy High School,934,274,73,6,5,2,24,1114,170,32,15,0,1006,246,77,2,1066,204,39,4,1002,206,4,898,284,80,3,939,256,62,2,961,207,85,2
0,_015,_Liberty School 7,_Liberty School 7,870,209,69,4,5,0,23,1010,129,30,11,1,901,192,75,3,1015,132,23,4,913,170,3,820,228,72,1,863,185,63,3,897,145,65,1
0,_015,_Liberty School 8,_Liberty School 8,646,131,44,5,3,0,19,731,79,22,16,1,678,112,45,2,709,97,28,1,634,137,1,601,133,66,1,621,115,58,2,653,86,62,1
0,_015,_Lord of Life Church,_Lord of Life Church,1356,440,87,13,5,4,48,1615,265,52,20,1,1446,364,126,3,1543,315,63,6,1429,311,7,1239,503,113,2,1303,376,131,1,1361,331,124,1
0,_015,_Menoken School,_Menoken School,311,47,17,0,4,1,2,332,31,10,4,2,303,42,34,1,333,34,11,1,285,63,4,279,57,33,1,282,46,29,1,288,42,27,1
0,_015,_Moses (Civic Center),_Moses (Civic Center),1219,383,93,18,8,0,32,1462,226,40,20,2,1292,336,96,3,1456,234,48,2,1314,273,9,1124,423,109,3,1199,327,115,3,1266,271,106,4
0,_015,_Myhre (Civic Center),_Myhre (Civic Center),468,181,67,19,7,1,15,575,130,34,18,0,474,221,57,2,524,155,68,2,459,239,3,415,206,107,1,433,210,73,2,445,168,102,2
0,_015,_ND State Capitol Building,_ND State Capitol Building,781,628,133,34,27,2,53,1063,453,81,33,4,857,616,152,3,1047,479,85,8,999,434,17,823,585,151,1,860,537,154,2,901,493,151,3
0,_015,_Northridge School,_Northridge School,890,380,92,13,7,1,37,1108,236,57,15,2,966,348,79,3,1091,259,46,4,1001,254,5,852,378,96,2,918,305,95,2,957,260,92,4
0,_015,_Pioneer School,_Pioneer School,676,326,95,27,8,4,34,854,216,60,23,1,744,322,79,3,822,259,63,7,733,297,7,632,343,115,4,655,310,116,5,704,258,107,6
0,_015,_Regan (Wilton County Shop),_Regan (Wilton County Shop),115,26,3,0,0,1,1,130,20,0,0,0,113,27,10,0,122,24,3,0,105,28,0,101,33,9,0,99,27,13,0,107,21,11,0
0,_015,_Riverwood (Civic Center),_Riverwood (Civic Center),542,205,41,7,6,1,18,657,130,23,12,5,567,191,51,6,626,158,29,4,584,160,7,504,215,64,5,525,170,58,3,571,148,55,4
0,_015,_Robert Miller School,_Robert Miller School,1018,375,77,11,16,0,32,1266,214,37,13,1,1116,300,100,1,1213,242,54,1,1123,247,6,959,374,100,3,1038,298,95,5,1082,242,105,2
0,_015,_Roosevelt School,_Roosevelt School,437,260,43,13,8,1,27,535,198,31,9,2,471,261,43,2,529,209,33,6,508,178,4,423,255,63,2,454,238,46,2,472,213,51,5
0,_015,_Senior Center,_Senior Center,1022,417,132,36,16,1,48,1216,326,84,41,3,1045,462,146,5,1180,348,129,4,1052,424,10,940,445,179,4,933,418,194,5,1020,352,173,7
0,_015,_Simle Middle School,_Simle Middle School,671,292,68,16,6,1,39,877,176,33,9,0,758,271,56,1,838,210,37,8,775,218,2,687,297,67,0,725,249,74,0,756,206,67,1
0,_015,_Solheim School,_Solheim School,1460,470,101,24,10,1,36,1745,263,59,20,3,1514,403,134,10,1724,284,65,4,1571,346,2,1383,453,146,3,1448,378,138,5,1531,297,154,2
0,_015,_South Central High School,_South Central High School,449,233,63,8,3,2,22,565,158,22,25,2,482,230,52,1,551,175,31,0,483,198,2,420,233,71,2,444,197,74,0,460,182,70,0
0,_015,_Sterling School,_Sterling School,206,33,12,0,1,0,4,216,23,10,6,1,198,38,22,0,216,26,8,2,189,42,0,174,51,16,0,168,41,24,1,176,35,22,0
0,_015,_Sunrise School,_Sunrise School,1278,339,104,11,6,0,19,1471,203,60,18,2,1322,290,117,5,1392,273,52,3,1283,316,5,1141,371,134,1,1199,296,129,3,1202,269,144,3
0,_015,_The Element,_The Element,885,330,78,13,4,0,33,1043,222,40,31,0,948,278,97,2,1008,259,44,8,924,274,12,804,341,113,3,851,299,95,3,891,263,97,2
0,_015,_United Tribes Tech College,_United Tribes Tech College,1174,345,80,19,13,1,50,1357,234,45,20,1,1211,356,76,2,1301,274,63,1,1227,291,8,1091,368,108,2,1117,342,99,3,1167,283,108,2
0,_015,_Wachter (Civic Center),_Wachter (Civic Center),934,338,95,21,8,3,33,1135,227,32,31,3,988,330,97,4,1062,279,66,5,982,321,8,878,347,137,3,900,327,120,2,930,284,131,3
0,_015,_Wilton County Shop,_Wilton County Shop,231,46,12,0,1,0,5,252,26,10,5,1,228,48,16,0,238,34,20,0,200,65,2,188,59,32,0,192,51,32,1,198,45,34,1
0,_015,_Wing Fire Hall,_Wing Fire Hall,198,17,6,4,3,0,3,212,13,5,2,0,192,21,17,0,195,24,9,0,171,39,0,173,29,18,1,170,21,17,0,160,30,20,0
0,_017,_1101 Olivet Lutheran Church,_1101 Olivet Lutheran Church,1459,1642,239,57,18,5,66,2227,1005,161,57,5,1744,1329,328,6,2300,972,167,12,2059,960,19,1496,1593,234,7,1557,1392,277,8,1733,1189,271,16
0,_017,_1102 Baymont Inn,_1102 Baymont Inn,1522,1648,291,72,27,6,96,2291,1043,185,65,5,1731,1406,396,5,2289,1065,229,7,2019,1126,28,1402,1675,353,9,1468,1496,365,7,1693,1238,378,9
0,_017,_1301 Westside Elem School,_1301 Westside Elem School,1455,846,162,30,7,6,51,1941,462,94,38,6,1592,656,256,2,1955,458,106,8,1696,618,8,1324,883,204,2,1417,742,222,2,1561,587,220,5
0,_017,_1302 West Fargo City Hall,_1302 West Fargo City Hall,889,733,170,34,4,3,35,1303,407,96,33,0,994,586,214,5,1300,427,108,2,1115,552,9,837,746,167,3,845,659,218,6,954,535,217,6
0,_017,_1303 Cambria Suites,_1303 Cambria Suites,1826,1198,175,29,18,3,57,2639,550,75,38,6,2166,838,244,0,2611,593,102,5,2361,643,13,1841,1199,151,3,1934,983,194,2,2152,793,180,4
0,_017,_1601 Meadowridge Bible Chapel,_1601 Meadowridge Bible Chapel,1024,1054,195,48,14,5,60,1493,677,120,59,2,1169,901,253,7,1456,716,157,3,1274,846,21,996,1015,234,4,951,997,263,7,1074,816,304,6
0,_017,_1602 Lutheran Church of the Cross,_1602 Lutheran Church of the Cross,997,966,171,39,8,2,56,1506,535,92,52,10,1180,741,231,7,1463,582,115,7,1326,600,15,1021,858,188,5,1012,797,220,6,1108,660,232,8
0,_017,_1603 Scheels Arena,_1603 Scheels Arena,1502,1089,261,34,9,4,77,2074,662,134,56,6,1708,887,299,6,2072,704,131,3,1845,764,17,1490,1005,261,3,1424,975,325,11,1619,777,307,7
0,_017,_1604 Journey In Faith Church,_1604 Journey In Faith Church,714,340,79,16,5,0,36,983,164,42,7,1,831,244,90,2,986,161,35,1,873,210,1,732,322,69,0,722,266,105,1,808,199,92,0
0,_017,_2001 Northern Cass PSD,_2001 Northern Cass PSD,260,125,46,5,3,1,10,377,50,21,4,1,281,113,57,1,374,59,18,2,297,102,2,244,154,36,1,249,119,53,1,281,94,41,1
0,_017,_2101 Robert D Johnson Rec Ctr,_2101 Robert D Johnson Rec Ctr,1125,1714,260,101,18,3,82,1724,1219,194,63,8,1277,1525,368,5,1812,1158,231,10,1517,1218,41,1187,1554,328,6,1136,1526,350,9,1289,1292,393,11
0,_017,_2102 Fargo Public Library,_2102 Fargo Public Library,1207,1251,251,75,13,4,72,1659,819,167,54,12,1310,1043,270,19,1643,799,205,8,1364,844,17,1072,988,312,13,1034,977,294,15,1063,890,307,8
0,_017,_2201 Page Senior Ctr,_2201 Page Senior Ctr,148,57,18,4,2,0,2,187,30,6,6,2,153,55,20,0,188,32,10,2,152,57,1,140,63,18,0,136,61,20,0,155,43,20,0
0,_017,_2202 Arthur Community Hall,_2202 Arthur Community Hall,297,126,48,1,4,0,5,396,60,18,6,1,298,135,43,1,419,57,9,1,339,97,6,291,142,29,2,289,122,41,1,315,103,34,1
0,_017,_2203 Buffalo Community Center,_2203 Buffalo Community Center,186,82,29,2,1,0,4,254,37,9,4,0,189,87,21,1,245,50,7,3,188,80,1,170,94,22,0,153,108,19,1,188,67,21,1
0,_017,_2204 Days Inn Casselton,_2204 Days Inn Casselton,924,463,114,12,11,1,26,1277,229,30,18,0,1001,394,132,6,1278,250,35,2,1073,312,9,892,502,84,2,861,443,128,2,1002,328,109,1
0,_017,_2205 Mapleton Community Ctr,_2205 Mapleton Community Ctr,499,213,62,10,1,2,22,647,126,25,10,1,519,184,92,2,617,142,40,4,552,190,1,470,249,56,2,447,217,93,3,512,163,81,1
0,_017,_2206 Triumph West,_2206 Triumph West,1941,1078,274,30,20,5,79,2655,581,140,22,8,2253,781,316,5,2683,552,162,3,2295,744,17,1882,1051,263,3,1964,880,295,0,2160,717,264,1
0,_017,_2207 Davenport Community Ctr,_2207 Davenport Community Ctr,310,124,27,7,6,1,6,388,82,12,6,0,327,125,33,0,382,88,15,0,340,109,1,285,147,38,0,293,134,36,0,309,113,34,1
